prompt,completion
Do the two product descriptions refer to the same real-world product? Entity 1: 'Tissot T-Sport Seastar 1000 Chronograph Watch T1204171105100'. Entity 2: 'TISSOT T-SPORT SEASTAR 1000 POWERMATIC'.,"No. attribute=brand|||importance=0.05|||values=Tissot###Tissot|||similarity=1.00
attribute=series|||importance=0.1|||values=T-Sport Seastar 1000###T-Sport Seastar 1000|||similarity=1.00
attribute=model_type|||importance=0.9|||values=Chronograph Watch###Powermatic|||similarity=0.00
"
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Manfrotto MVH500A Video Head With MVT502AM Tripod and Carry Bag'. Entity 2: 'Manfrotto Set: MVH500A Neiger, MVT502AM'.","Yes. attribute=brand|||importance=0.8|||values=Manfrotto###Manfrotto|||similarity=1.00
attribute=model_head|||importance=0.9|||values=MVH500A###MVH500A|||similarity=1.00
attribute=model_tripod|||importance=0.9|||values=MVT502AM###MVT502AM|||similarity=1.00
attribute=description_language|||importance=0.2|||values=English###German|||similarity=0.50
"
Do the two product descriptions refer to the same real-world product? Entity 1: 'TP-Link AC600 Nano Wireless USB Adapter'. Entity 2: 'Tp-Link TL WN725N 150 Mbps Wireless N Nano USB Adapter'.,"No. attribute=brand|||importance=0.05|||values=TP-Link###Tp-Link|||similarity=1.00
attribute=model|||importance=0.95|||values=AC600 Nano###TL WN725N|||similarity=0.10
attribute=speed|||importance=0.9|||values=600 Mbps###150 Mbps|||similarity=0.25
attribute=type|||importance=0.05|||values=Wireless USB Adapter###Wireless N Nano USB Adapter|||similarity=0.80
"
Do the two product descriptions refer to the same real-world product? Entity 1: 'WD MY PASSPORT 1TB USB 3.0 EXTERNAL HDD BLACK'. Entity 2: '1 TB WD MY PASSPORT USB 3.0 SIYAH WDBYNN0010BBK'.,"No. attribute=brand|||importance=0.05|||values=WD###WD|||similarity=1.00
attribute=model|||importance=0.9|||values=MY PASSPORT###MY PASSPORT|||similarity=1.00
attribute=storage capacity|||importance=0.9|||values=1TB###1 TB|||similarity=1.00
attribute=interface|||importance=0.7|||values=USB 3.0###USB 3.0|||similarity=1.00
attribute=color|||importance=0.5|||values=BLACK###SIYAH (Turkish for black)|||similarity=1.00
"
Do the two product descriptions refer to the same real-world product? Entity 1: 'APC RBC140 Replacement Battery Cartridge'. Entity 2: 'APC Replacement Battery Cartridge #133UPS battery - Lead Acid'.,"No. attribute=brand|||importance=0.05|||values=APC###APC|||similarity=1.00
attribute=model_number|||importance=0.95|||values=RBC140###133|||similarity=0.00
attribute=product_type|||importance=0.1|||values=Replacement Battery Cartridge###Replacement Battery Cartridge|||similarity=1.00
"
Do the two product descriptions refer to the same real-world product? Entity 1: 'CANON EF10028LMIS EF 100mm f/2.8L MACRO IS USM'. Entity 2: 'Nikon AF-S NIKKOR FX 50mm F1.8G Lens'.,Yes. 
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cisco Catalyst 2960X-24PD-L - Switch - Managed - 24 x 10/100/1000 (PoE+) + 2 x 10 Gigabit SFP+ - desktop, rack-mountable - PoE+ (370 W)'. Entity 2: 'Catalyst 2960-X 24 GigE PoE 370W, 2 x 10G SFP+, LAN Base'.",Yes. 
Do the two product descriptions refer to the same real-world product? Entity 1: 'Crucial 1x 8GB DDR3L 1600MHz ECC Unbuffered UDIMM RAM | Discount Computer Needs'. Entity 2: 'Crucial 8GB DDR3-1600 8GB DDR3 1600MHz ECC memory module CT102472BD160B'.,"Yes. attribute=brand|||importance=0.8|||values=Crucial###Crucial|||similarity=1.00
attribute=memory_type|||importance=0.7|||values=DDR3L###DDR3|||similarity=0.90
attribute=memory_capacity|||importance=0.9|||values=8GB###8GB|||similarity=1.00
attribute=memory_speed|||importance=0.8|||values=1600MHz###1600MHz|||similarity=1.00
attribute=ECC_support|||importance=0.7|||values=ECC###ECC|||similarity=1.00
attribute=module_type|||importance=0.6|||values=UDIMM###memory module|||similarity=0.80
"
Do the two product descriptions refer to the same real-world product? Entity 1: 'Epson T6037 Patron Light Black 220ml (Eredeti)'. Entity 2: 'Epson T6935 Patron Matte Black 350ml(Eredeti)'.,"No. attribute=brand|||importance=0.05|||values=Epson###Epson|||similarity=1.00
attribute=model|||importance=0.95|||values=T6037###T6935|||similarity=0.10
attribute=color|||importance=0.5|||values=Light Black###Matte Black|||similarity=0.30
attribute=volume|||importance=0.4|||values=220ml###350ml|||similarity=0.40
"
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Epson T0487 Multipack (Black, Cyan, Magenta, Yellow, Light Cyan, Light Magenta)'. Entity 2: 'Original Epson T0487 Ink Cartridges Multipack'.","Yes. attribute=brand|||importance=0.8|||values=Epson###Epson|||similarity=1.00
attribute=model|||importance=0.9|||values=T0487###T0487|||similarity=1.00
attribute=product_type|||importance=0.7|||values=Multipack###Multipack|||similarity=1.00
"
Do the two product descriptions refer to the same real-world product? Entity 1: 'Card microSD SanDisk Extreme UHS-I'. Entity 2: 'Card memorie SANDISK Extreme microSDHC 32GB + SD Adapter + Rescue Pro Delux'.,"Yes. attribute=brand|||importance=0.8|||values=SanDisk###SANDISK|||similarity=1.00
attribute=product_type|||importance=0.7|||values=microSD###microSDHC|||similarity=0.85
"
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Shimano CHAINE, CN-HG901-11, QL 11-SPD, W/QUICK LINK'. Entity 2: 'CN-HG901 Chain 11-speed road/mtb SIL-TEC'.","Yes. attribute=model|||importance=0.7|||values=CN-HG901-11###CN-HG901|||similarity=0.95
attribute=speed|||importance=0.5|||values=11-SPD###11-speed|||similarity=1.00
attribute=technology|||importance=0.3|||values=QL, W/QUICK LINK###SIL-TEC|||similarity=0.50
"
Do the two product descriptions refer to the same real-world product? Entity 1: 'Brother Toner TN-135Y Yellow'. Entity 2: 'TONERBROTHER ORIGINALE GIALLO TN-135Y'.,Yes. 
Do the two product descriptions refer to the same real-world product? Entity 1: 'Corsair 8GB (1x8GB) 3000MHz CL16 Vengeance LPX Black'. Entity 2: 'Corsair Vengeance LPX CMK8GX4M1A2666C16 8GB (1x8GB) 2666Mhz DDR4'.,"No. attribute=brand|||importance=0.05|||values=Corsair###Corsair|||similarity=1.00
attribute=product_line|||importance=0.1|||values=Vengeance LPX###Vengeance LPX|||similarity=1.00
attribute=memory_capacity|||importance=0.2|||values=8GB (1x8GB)###8GB (1x8GB)|||similarity=1.00
attribute=memory_speed|||importance=0.8|||values=3000MHz###2666MHz|||similarity=0.70
attribute=cas_latency|||importance=0.7|||values=CL16###CL16|||similarity=1.00
attribute=currency|||importance=0.05|||values=PLN###AUD|||similarity=0.00"
Do the two product descriptions refer to the same real-world product? Entity 1: 'Tissot T-Sport Seastar 1000 Powermatic 80 Watch T1204071704100'. Entity 2: 'TISSOT SEASTAR 1000 AUTOMATIC T120.407.17.041.00'.,"Yes. attribute=brand|||importance=0.8|||values=Tissot###TISSOT|||similarity=1.00
attribute=series|||importance=0.7|||values=T-Sport Seastar 1000###SEASTAR 1000|||similarity=0.90
attribute=model_name|||importance=0.9|||values=Powermatic 80 Watch###AUTOMATIC|||similarity=0.80
attribute=model_number|||importance=1.0|||values=T1204071704100###T120.407.17.041.00|||similarity=0.95
"
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston Technology KVR24S17S6/4 module de mémoire 4 Go DDR4 2400 MHz'. Entity 2: 'KINGSTON ValueRAM RAM Module - 4 GB (1 x 4 GB) - DDR4 SDRAM'.,Yes. 
Do the two product descriptions refer to the same real-world product? Entity 1: 'Switch D-Link DGS-1210-24 20 p 10 / 100 / 1000 Mbps 4 x SFP'. Entity 2: 'Switch D-Link DGS-1210-24P 24 p 10 / 100 / 1000 Mbps 4 x SFP'.,"No. attribute=brand|||importance=0.05|||values=D-Link###D-Link|||similarity=1.00
attribute=model|||importance=0.95|||values=DGS-1210-24###DGS-1210-24P|||similarity=0.80
attribute=port_count|||importance=0.9|||values=20 p###24 p|||similarity=0.83
attribute=port_speed|||importance=0.1|||values=10 / 100 / 1000 Mbps###10 / 100 / 1000 Mbps|||similarity=1.00
attribute=SFP_ports|||importance=0.05|||values=4 x SFP###4 x SFP|||similarity=1.00
"
Do the two product descriptions refer to the same real-world product? Entity 1: 'SEAGATE IRONWOLF 6TB 3.5 Inch SATA HDD 7200rpm 256MB Cache (ST6000VN0033)'. Entity 2: 'Seagate IronWolf 6TB NAS Hard Drive'.,"Yes. attribute=brand|||importance=0.8|||values=SEAGATE###Seagate|||similarity=1.00
attribute=product_line|||importance=0.7|||values=IRONWOLF###IronWolf|||similarity=1.00
attribute=capacity|||importance=0.6|||values=6TB###6TB|||similarity=1.00
"
"Do the two product descriptions refer to the same real-world product? Entity 1: 'WD RED 1TB 5400obr. 16MB'. Entity 2: 'Western Digital (WDC) 1TB 2.5\"" SATA 6Gb/s Red NAS 24x7'.","Yes. attribute=brand|||importance=0.8|||values=WD###Western Digital (WDC)|||similarity=0.9
attribute=capacity|||importance=1.0|||values=1TB###1TB|||similarity=1.00
attribute=type|||importance=0.7|||values=Red###Red NAS|||similarity=0.95
"
Do the two product descriptions refer to the same real-world product? Entity 1: 'ROG STRIX B550-F GAMING'. Entity 2: 'ASUS ROG Strix B550-F Gaming AMD AM4 (3rd Gen Ryzen™) ATX gaming motherboard (PCIe 4.0 2.5Gb LAN BIOS FlashBack HDMI 2.1 Addressable Gen 2 RGB header and AURA Sync) - ASUS Official Store | Free Shipping and Financing Available'.,Yes. 
"Do the two product descriptions refer to the same real-world product? Entity 1: '120GB Plus SSD Drive SATA III'. Entity 2: 'SanDisk ""Plus"" SSD Hard Drive, 120GB, SATA 3 (6Gbit, s)'.",Yes. 
Do the two product descriptions refer to the same real-world product? Entity 1: 'Boje Canon PG-545 BK 8ml'. Entity 2: 'Canon PG545 Black Ink Cartridge'.,"Yes. attribute=brand|||importance=0.8|||values=Canon###Canon|||similarity=1.00
attribute=model|||importance=0.9|||values=PG-545###PG545|||similarity=0.95
attribute=color|||importance=0.7|||values=BK (Black)###Black|||similarity=1.00
"
Do the two product descriptions refer to the same real-world product? Entity 1: 'HD SSD 2.5 120 GB Crucial BX500'. Entity 2: 'Disco SSD Crucial BX500 120GB 3D TLC SATA III'.,"Yes. attribute=brand|||importance=0.3|||values=Crucial###Crucial|||similarity=1.00
attribute=model|||importance=0.4|||values=BX500###BX500|||similarity=1.00
attribute=storage capacity|||importance=0.2|||values=120 GB###120GB|||similarity=1.00"
"Do the two product descriptions refer to the same real-world product? Entity 1: 'PH-GTX1660S-O6G 6 GB Geforce GTX 1660 Super Overclocked Phoenix Fan Edition Hdmi DP Dvi Graphics Card'. Entity 2: 'ASUS VGA NVIDIA PH-GTX1660S-O6G, GTX 1660 SUPER, 6GB GDDR6, 1xDVI, 1xHDMI, 1x DP'.","Yes. attribute=brand|||importance=0.1|||values=ASUS###Asus|||similarity=1.00
attribute=model_number|||importance=0.7|||values=PH-GTX1660S-O6G###PH-GTX1660S-O6G|||similarity=1.00
attribute=product_type|||importance=0.1|||values=Graphics Card###VGA NVIDIA|||similarity=0.80
attribute=chipset|||importance=0.4|||values=GTX 1660 Super###GTX 1660 SUPER|||similarity=1.00
attribute=memory|||importance=0.3|||values=6 GB###6GB GDDR6|||similarity=0.95
attribute=output_ports|||importance=0.2|||values=Hdmi DP Dvi###1xDVI, 1xHDMI, 1xDP|||similarity=1.00
"
Do the two product descriptions refer to the same real-world product? Entity 1: 'GARMIN FENIX 5 GRAY BLACK 010-01688-00'. Entity 2: 'Garmin Slate Gray fēnix® 5 with Black Band (Watch Only)'.,"Yes. attribute=brand|||importance=0.2|||values=GARMIN###Garmin|||similarity=1.00
attribute=model|||importance=0.5|||values=FENIX 5###fēnix® 5|||similarity=0.95
attribute=color|||importance=0.1|||values=GRAY BLACK###Slate Gray with Black Band|||similarity=0.85
"
Do the two product descriptions refer to the same real-world product? Entity 1: 'Relógio Garmin Fenix 6 010-02157-11 Fēnix 6X Sapphire'. Entity 2: 'Garmin fenix 6X Sapphire Black Silicone Strap Smart Watch'.,"Yes. attribute=brand|||importance=0.8|||values=Garmin###Garmin|||similarity=1.00
attribute=series|||importance=0.7|||values=Fenix 6###fenix 6X|||similarity=0.90
attribute=model|||importance=0.9|||values=Fenix 6 010-02157-11###fenix 6X Sapphire|||similarity=0.85
attribute=type|||importance=0.6|||values=Sapphire###Sapphire|||similarity=1.00
attribute=currency|||importance=0.1|||values=EUR###GBP|||similarity=0.00
"
Do the two product descriptions refer to the same real-world product? Entity 1: 'TP-Link Archer T2U Nano AC600 Wireless Dual Band USB Adapter'. Entity 2: 'TP-Link AC1900 Wireless High Gain Dual Band USB Adapter (Archer T9UH)'.,"No. attribute=brand|||importance=0.05|||values=TP-Link###TP-Link|||similarity=1.00
attribute=model_name|||importance=0.95|||values=Archer T2U Nano###Archer T9UH|||similarity=0.10
attribute=model_number|||importance=0.9|||values=AC600###AC1900|||similarity=0.20
attribute=wireless_band|||importance=0.8|||values=Dual Band###Dual Band|||similarity=1.00
attribute=currency|||importance=0.1|||values=NZD###USD|||similarity=0.00"
Do the two product descriptions refer to the same real-world product? Entity 1: 'LACIE 4TB 2.5 MOBILE PORTABLE USB 3.0 MOON SILVER'. Entity 2: 'Seagate Lacie 5TB 2.5 Mobile Portable USB 3.0 Moon Silver'.,"No. attribute=brand|||importance=0.05|||values=LACIE###Seagate Lacie|||similarity=0.90
attribute=storage capacity|||importance=0.95|||values=4TB###5TB|||similarity=0.80
attribute=size|||importance=0.0|||values=2.5###2.5|||similarity=1.00
attribute=type|||importance=0.0|||values=Mobile Portable USB 3.0###Mobile Portable USB 3.0|||similarity=1.00
attribute=color|||importance=0.0|||values=Moon Silver###Moon Silver|||similarity=1.00
"
Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Core i7-10700KF Prosessor'. Entity 2: 'Processore Intel Core i7 8700K'.,"No. attribute=brand|||importance=0.05|||values=Intel###Intel|||similarity=1.00
attribute=model_number|||importance=0.95|||values=i7-10700KF###i7-8700K|||similarity=0.10
attribute=product_type|||importance=0.0|||values=Processor###Processor|||similarity=1.00
attribute=currency|||importance=0.05|||values=NOK###USD|||similarity=0.00
"
Do the two product descriptions refer to the same real-world product? Entity 1: 'TONERBROTHER ORIGINALE GIALLO TN-135Y'. Entity 2: 'Brother [TN-135Y] HC yellow Toner'.,Yes. 
Do the two product descriptions refer to the same real-world product? Entity 1: 'TISSOT -Seastar 1000 Chronograph- T120.417.11.051.00'. Entity 2: 'Seastar 1000 Powermatic 80 - T120.407.11.051.00'.,"No. attribute=brand|||importance=0.05|||values=TISSOT###TISSOT|||similarity=1.00
attribute=model_name|||importance=0.9|||values=Seastar 1000 Chronograph###Seastar 1000 Powermatic 80|||similarity=0.50
attribute=model_number|||importance=0.9|||values=T120.417.11.051.00###T120.407.11.051.00|||similarity=0.90
attribute=currency|||importance=0.05|||values=EUR###CHF|||similarity=0.00"
Do the two product descriptions refer to the same real-world product? Entity 1: 'Epson Ink Cartridge XXL Black - C13T789140'. Entity 2: 'Epson - Ink Cartridge Black 10K'.,"No. attribute=brand|||importance=0.05|||values=Epson###Epson|||similarity=1.00
attribute=color|||importance=0.1|||values=Black###Black|||similarity=1.00
attribute=currency|||importance=0.05|||values=GBP###CZK|||similarity=0.00"
Do the two product descriptions refer to the same real-world product? Entity 1: 'Audio-Technica ATH-M50X - Svart - Svart'. Entity 2: 'Audio Technica ATH-M50x Professional Monitor Audiophile Headphones - Black'.,"Yes. attribute=brand|||importance=0.8|||values=Audio-Technica###Audio Technica|||similarity=0.95
attribute=model|||importance=1.0|||values=ATH-M50X###ATH-M50x|||similarity=1.00
attribute=description|||importance=0.6|||values=Svart###Professional Monitor Audiophile Headphones|||similarity=0.70
attribute=color|||importance=0.5|||values=Svart###Black|||similarity=1.00
attribute=currency|||importance=0.2|||values=SEK###NZD|||similarity=0.00
"
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Genuine OKI 44992402 Toner Cartridge (2500 page) for OKI B401, MB441, MB451 Printers'. Entity 2: 'OKI 44992402 Style Black Compatible Toner'.","Yes. attribute=product_type|||importance=0.8|||values=Toner Cartridge###Toner|||similarity=0.90
attribute=model_number|||importance=1.0|||values=44992402###44992402|||similarity=1.00
attribute=brand|||importance=0.7|||values=OKI Genuine###OKI Style|||similarity=0.80
attribute=type|||importance=0.5|||values=Genuine###Compatible|||similarity=0.00
"
Do the two product descriptions refer to the same real-world product? Entity 1: 'KINGSTON 256GB USB 3.0 DATATRAVELER 100 G3'. Entity 2: 'Kingston DataTraveler microDuo 128GB USB 3.0'.,"No. attribute=brand|||importance=0.05|||values=KINGSTON###Kingston|||similarity=1.00
attribute=model|||importance=0.95|||values=DATATRAVELER 100 G3###DataTraveler microDuo|||similarity=0.10
attribute=storage capacity|||importance=0.9|||values=256GB###128GB|||similarity=0.50
attribute=currency|||importance=0.05|||values=ZAR###GBP|||similarity=0.00"
Do the two product descriptions refer to the same real-world product? Entity 1: 'MB Presa AM4 ASUS PRIME B450-PLUS'. Entity 2: 'MB Presa AM4 ASUS TUF B450M-PLUS GAMING'.,"No. attribute=brand|||importance=0.05|||values=ASUS###ASUS|||similarity=1.00
attribute=socket_type|||importance=0.1|||values=AM4###AM4|||similarity=1.00
attribute=product_line|||importance=0.85|||values=PRIME B450-PLUS###TUF B450M-PLUS GAMING|||similarity=0.30
"
Do the two product descriptions refer to the same real-world product? Entity 1: 'Jabra EVOLVE 20 Wired Stereo Headset - Over-the-head - Supra-aural'. Entity 2: 'Jabra Evolve 20 MS Stereo - Headset with quality microphone'.,Yes. 
Do the two product descriptions refer to the same real-world product? Entity 1: 'WD 4TB Black My Passport Portable External Hard Drive - USB 3.0 - WDBYFT0040BBK-WESN'. Entity 2: 'WD 1TB My PassportPortable External Hard Drive USB 3.0'.,"No. attribute=brand|||importance=0.05|||values=Western Digital###Western Digital|||similarity=1.00
attribute=storage capacity|||importance=0.9|||values=4TB###1TB|||similarity=0.25
attribute=model series|||importance=0.8|||values=My Passport###My Passport|||similarity=1.00
attribute=USB version|||importance=0.1|||values=USB 3.0###USB 3.0|||similarity=1.00
"
Do the two product descriptions refer to the same real-world product? Entity 1: 'KINGSTON USB3.1 PEN DRIVE 16GB +SIAE'. Entity 2: 'MEMOIRE USB3 16 Go DTIG4-16GB kingston'.,"Yes. attribute=brand|||importance=0.8|||values=Kingston###Kingston|||similarity=1.00
attribute=product_type|||importance=0.7|||values=USB Pen Drive###USB Memory|||similarity=0.85
attribute=storage_capacity|||importance=0.9|||values=16GB###16 Go|||similarity=1.00
attribute=USB_version|||importance=0.5|||values=USB3.1###USB3|||similarity=0.90
"
Do the two product descriptions refer to the same real-world product? Entity 1: 'KINGSTON USB3.1 PEN DRIVE 16GB +SIAE'. Entity 2: 'Kingston DataTraveler G4 USB 3.0 Flash Drive USB 3.0 Memory Stick - 16GB'.,Yes. 
"Do the two product descriptions refer to the same real-world product? Entity 1: 'BenQ SW2700PT 27in QHD Professional AdobeRGB Monitor'. Entity 2: 'Monitor 27 SW2700PT LED QHD,IPS,HDMI,DP,USB'.","Yes. attribute=model|||importance=1.0|||values=SW2700PT###SW2700PT|||similarity=1.00
attribute=size|||importance=0.9|||values=27in###27|||similarity=1.00
attribute=resolution|||importance=0.9|||values=QHD###QHD|||similarity=1.00
attribute=type|||importance=0.7|||values=Professional AdobeRGB Monitor###LED, IPS, HDMI, DP, USB|||similarity=0.80
"
Do the two product descriptions refer to the same real-world product? Entity 1: 'ASUS GeForce GTX1660 Super Phoenix OC 6GB GDDR6'. Entity 2: 'PH-GTX1660S-O6G 6 GB Geforce GTX 1660 Super Overclocked Phoenix Fan Edition Hdmi DP Dvi Graphics Card'.,Yes. 
Do the two product descriptions refer to the same real-world product? Entity 1: 'Fenix 5X Sapphire Gray Optic Bl B GARMIN'. Entity 2: 'Garmin Fēnix® 5X Sapphire black with Black Band 010-01733-01 smartwatch'.,"Yes. attribute=brand|||importance=0.8|||values=GARMIN###Garmin|||similarity=1.00
attribute=model|||importance=0.9|||values=Fenix 5X Sapphire###Fēnix® 5X Sapphire|||similarity=0.95
attribute=color|||importance=0.7|||values=Gray Optic Bl B###black with Black Band|||similarity=0.85
"
"Do the two product descriptions refer to the same real-world product? Entity 1: 'RAM® Composite Double Socket Arm'. Entity 2: 'RAM Mounts short arm for 1\"" ball'.","Yes. attribute=brand|||importance=0.8|||values=RAM®###RAM Mounts|||similarity=0.95
attribute=product_type|||importance=0.7|||values=Double Socket Arm###short arm for 1"" ball|||similarity=0.85
attribute=currency|||importance=0.1|||values=USD###EUR|||similarity=0.00
"
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Garmin Fenix 6X Sapphire DLC Multisport GPS Smartwatch, black/slate grey'. Entity 2: 'Relógio Garmin Fenix 6 010-02157-11 Fēnix 6X Sapphire'.","Yes. attribute=brand|||importance=0.8|||values=Garmin###Garmin|||similarity=1.00
attribute=series|||importance=0.7|||values=Fenix 6X###Fenix 6X|||similarity=1.00
attribute=edition|||importance=0.5|||values=Sapphire DLC###Sapphire|||similarity=0.90
attribute=type|||importance=0.4|||values=Multisport GPS Smartwatch###Relógio|||similarity=0.80
"
Do the two product descriptions refer to the same real-world product? Entity 1: 'Tissot Seastar 1000 Powermatic 80 Silicium'. Entity 2: 'TISSOT T1204071105100 Seastar Powermatic 80'.,"No. attribute=brand|||importance=0.05|||values=Tissot###TISSOT|||similarity=1.00
attribute=model_name|||importance=0.7|||values=Tissot Seastar 1000 Powermatic 80 Silicium###Seastar Powermatic 80|||similarity=0.60
attribute=currency|||importance=0.05|||values=CAD###CZK|||similarity=0.00
"
Do the two product descriptions refer to the same real-world product? Entity 1: 'SRAM NX Eagle PG-1230 11-50 12 Speed Cassette'. Entity 2: 'SRAM PG-1130 11 Speed 11-36T Cassette'.,"No. attribute=brand|||importance=0.05|||values=SRAM###SRAM|||similarity=1.00
attribute=model_series|||importance=0.4|||values=NX Eagle###PG|||similarity=0.00
attribute=model_number|||importance=0.5|||values=PG-1230###PG-1130|||similarity=0.80
attribute=speed_count|||importance=0.7|||values=12 Speed###11 Speed|||similarity=0.90
attribute=gear_range|||importance=0.8|||values=11-50###11-36T|||similarity=0.60
"
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston SDCS Canvas Select Class10 microSD Memory Card - 64GB With Adapter'. Entity 2: 'Kingston Technology Canvas Select memory card 64 GB MicroSDXC Class 10 UHS-I'.,"Yes. attribute=brand|||importance=0.8|||values=Kingston###Kingston|||similarity=1.00
attribute=product_line|||importance=0.7|||values=Canvas Select###Canvas Select|||similarity=1.00
attribute=memory_card_type|||importance=0.6|||values=microSD###MicroSDXC|||similarity=0.90
attribute=memory_capacity|||importance=0.9|||values=64GB###64 GB|||similarity=1.00
attribute=speed_class|||importance=0.5|||values=Class 10###Class 10|||similarity=1.00
"
