prompt,completion
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'HyperX FURY - DDR3 - 8 GB: 2 x 4 GB - DIMM 240-pin - unbuffered'. Entity 2: 'Brother HL-L6200DW Business Laser Printer'.,"No.  
attribute=brand|||values=HyperX###Brother|||similarity=0.00  
attribute=model|||values=FURY|||Brother HL-L6200DW|||similarity=0.00  
attribute=type|||values=RAM|||Laser Printer|||similarity=0.00  
attribute=capacity|||values=8 GB (2 x 4 GB)###missing|||similarity=0.00  
attribute=form factor|||values=DIMM 240-pin|||missing|||similarity=0.00  
attribute=technology|||values=DDR3###missing|||similarity=0.00  
attribute=usage|||values=missing###Business|||similarity=0.00  "
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Traveler's Notebook Starter Kit (Passport Size) - Blue'. Entity 2: 'Manfrotto XPRO Fluid Tripod Head with Fluidity Selector'.,"No.  
attribute=brand|||values=Traveler's Notebook###Manfrotto|||similarity=0.00  
attribute=model|||values=Starter Kit (Passport Size)###XPRO Fluid Tripod Head|||similarity=0.00  
attribute=color|||values=Blue###missing|||similarity=0.00  
attribute=product type|||values=Notebook|||Tripod Head|||similarity=0.00  
attribute=usage|||values=Writing/Planning|||Photography|||similarity=0.00  "
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'DJI Mavic Pro automobilinis įkroviklis / Car Charger'. Entity 2: 'DJI Mavic Air Car Charger'.,"No.  
attribute=brand|||values=DJI###DJI|||similarity=1.00  
attribute=model|||values=Mavic Pro###Mavic Air|||similarity=0.20  
attribute=product type|||values=Car Charger###Car Charger|||similarity=1.00  
attribute=compatibility|||values=Mavic Pro###Mavic Air|||similarity=0.00  "
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'APC RBC140 Replacement Battery Cartridge'. Entity 2: 'APC (APCRBC110) REPLACEMENT BATTERY CATRIDGE #110'.,"No.  
attribute=brand|||values=APC###APC|||similarity=1.00  
attribute=model|||values=RBC140###APCRBC110|||similarity=0.20  
attribute=type|||values=Replacement Battery Cartridge###Replacement Battery Cartridge|||similarity=1.00  
attribute=compatibility|||values=missing####110|||similarity=0.00  "
"Do the two entity descriptions refer to the same real-world entity? Entity 1: '3M - Lightweight 300 Privacy Filter PF322WSkjermfilter mot innsyn, m/ramme 20\""-23\""W (30,7 x 48,5)'. Entity 2: '3M - Privacy filter framed lightweight 18,1\""\""-20\""\"" widescreen'.","No.  
attribute=brand|||values=3M###3M|||similarity=1.00  
attribute=model|||values=Lightweight 300 Privacy Filter PF322WSkjermfilter mot innsyn###Privacy filter framed lightweight|||similarity=0.20  
attribute=size|||values=20\""-23\""W (30,7 x 48,5)###18,1\""\""-20\""\""|||similarity=0.30  
attribute=type|||values=Privacy Filter|||missing|||similarity=0.00  
attribute=frame|||values=with frame###framed|||similarity=1.00  "
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Brother HL-L8360CDW Laser Printer'. Entity 2: 'Canon PGI-29 Ink Tank Grey 4871B001AA CO68194'.,"No.  
attribute=brand|||values=Brother###Canon|||similarity=0.00  
attribute=model|||values=HL-L8360CDW###PGI-29|||similarity=0.00  
attribute=product type|||values=Laser Printer###Ink Tank|||similarity=0.00  
attribute=color|||values=missing###Grey|||similarity=0.00  
attribute=compatibility|||values=missing###CO68194|||similarity=0.00  "
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Hydro Flask 21 Oz- Black'. Entity 2: 'Gigabyte GeForce GTX 1650 Super OC'.,"No.  
attribute=brand|||values=Hydro Flask###Gigabyte|||similarity=0.00  
attribute=model|||values=21 Oz|||Gigabyte GeForce GTX 1650 Super OC|||similarity=0.00  
attribute=type|||values=Water Bottle###Graphics Card|||similarity=0.00  
attribute=color|||values=Black###missing|||similarity=0.00  
attribute=capacity|||values=21 Oz|||missing|||similarity=0.00  "
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'HyperX 8GB (2x4GB) 1600MHz CL10 Fury Blue'. Entity 2: 'HyperX FURY Blue 4GB (1x4GB) 1600MHz DDR3 Memory'.,"No.  
attribute=brand|||values=HyperX###HyperX|||similarity=1.00  
attribute=model|||values=Fury CL10 8GB (2x4GB)###FURY Blue 4GB (1x4GB)|||similarity=0.20  
attribute=memory size|||values=8GB (2x4GB)###4GB (1x4GB)|||similarity=0.25  
attribute=frequency|||values=1600MHz###1600MHz|||similarity=1.00  
attribute=memory type|||values=DDR3|||missing|||similarity=0.00  
attribute=CAS latency|||values=CL10|||missing|||similarity=0.00  "
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'WD BLUE 1TB SN550 NVME M.2 2280 SSD (WDS100T2B0C)'. Entity 2: 'Samsung 1TB SSD 970 EVO NVMe M.2'.,"No.  
attribute=brand|||values=WD###Samsung|||similarity=0.00  
attribute=model|||values=SN550###970 EVO|||similarity=0.00  
attribute=storage capacity|||values=1TB###1TB|||similarity=1.00  
attribute=interface|||values=NVMe|||missing|||similarity=0.00  
attribute=form factor|||values=M.2 2280|||M.2|||similarity=1.00  "
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Western Digital My PassPort, 4TB, BLACK3 Years - WDBYFT0040BBK-WESN'. Entity 2: 'Samsung Portable SSD T7 Touch 1TB - Zilver'.","No.  
attribute=brand|||values=Western Digital###Samsung|||similarity=0.00  
attribute=model|||values=My Passport|||Samsung Portable SSD T7 Touch|||similarity=0.00  
attribute=storage capacity|||values=4TB###1TB|||similarity=0.25  
attribute=color|||values=Black###Zilver|||similarity=0.00  
attribute=product type|||values=External Hard Drive###Portable SSD|||similarity=0.00  "
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Crucial 8GB (1x8GB) DDR3 1600MHz SODIMM'. Entity 2: 'Crucial 4GB (1x4GB) 2666MHz DDR4 Memory'.,"No.  
attribute=brand|||values=Crucial###Crucial|||similarity=1.00  
attribute=memory capacity|||values=8GB###4GB|||similarity=0.50  
attribute=memory type|||values=DDR3###DDR4|||similarity=0.00  
attribute=frequency|||values=1600MHz###2666MHz|||similarity=0.20  
attribute=form factor|||values=SODIMM###missing|||similarity=0.00  "
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Omega Seamaster Planet Ocean Automatic Chronograph Two-Tone Rubber Watch 215.32.46.51.01.001'. Entity 2: 'Sigma 105mm F1.4 Art DG HSM EOS Mount Lens'.,"No. 
attribute=brand|||values=Omega###Sigma|||similarity=0.00
attribute=model|||values=Seamaster Planet Ocean Automatic Chronograph Two-Tone Rubber Watch 215.32.46.51.01.001###105mm F1.4 Art DG HSM EOS Mount Lens|||similarity=0.00
attribute=type|||values=Watch###Lens|||similarity=0.00
attribute=material|||values=Rubber|||missing|||similarity=0.00
attribute=features|||values=Automatic Chronograph Two-Tone|||missing|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Original Epson T1571 Photo Black Ink Cartridge'. Entity 2: 'Epson Ink Cartridge - Matte Black 700ml'.,"No.  
attribute=brand|||values=Epson###Epson|||similarity=1.00  
attribute=model|||values=T1571###missing|||similarity=0.00  
attribute=color|||values=Photo Black###Matte Black|||similarity=0.00  
attribute=volume|||values=missing###700ml|||similarity=0.00  "
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Samsung 50\"" 4K UHD HDR QLED Smart TV (QN50Q60TAFXZC)'. Entity 2: 'BenQ SW271 Pro 27in IPS LCD Monitor 4K UHD'.","No.  
attribute=brand|||values=Samsung###BenQ|||similarity=0.00  
attribute=model|||values=QN50Q60TAFXZC###SW271 Pro|||similarity=0.00  
attribute=size|||values=50""###27in|||similarity=0.00  
attribute=type|||values=Smart TV###Monitor|||similarity=0.00  
attribute=resolution|||values=4K UHD|||similarity=1.00  
attribute=display technology|||values=QLED###IPS LCD|||similarity=0.00  
attribute=HDR support|||values=Yes###missing|||similarity=0.00  "
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Corsair 110R Tempered Glass Mid-Tower ATX Case'. Entity 2: 'Shimano Dura-Ace CS-R9100 11-28T 11sp Cassette'.,"No.  
attribute=brand|||values=Corsair###Shimano|||similarity=0.00  
attribute=model|||values=110R Tempered Glass Mid-Tower ATX Case###Dura-Ace CS-R9100 11-28T 11sp Cassette|||similarity=0.00  
attribute=product type|||values=Mid-Tower ATX Case###Cassette|||similarity=0.00  
attribute=compatibility|||values=ATX|||missing|||similarity=0.00  
attribute=features|||values=Tempered Glass|||missing|||similarity=0.00  "
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Samsung 970 EVO Plus 2TB SSD'. Entity 2: 'Samsung 970 EVO Plus 250GB SSD'.,"No.  
attribute=brand|||values=Samsung###Samsung|||similarity=1.00  
attribute=model|||values=970 EVO Plus###970 EVO Plus|||similarity=1.00  
attribute=storage capacity|||values=2TB###250GB|||similarity=0.10  
attribute=type|||values=SSD###SSD|||similarity=1.00  "
"Do the two entity descriptions refer to the same real-world entity? Entity 1: '3M - Privacy filter framed lightweight 18,1\""\""-20\""\"" widescreen'. Entity 2: '3M - Privacy Filter 23.0\""\"" Framed'.","No.  
attribute=brand|||values=3M###3M|||similarity=1.00  
attribute=model|||values=Privacy filter framed lightweight 18,1\""\""-20\""\"" widescreen###Privacy Filter 23.0\""\"" Framed|||similarity=0.20  
attribute=size|||values=18,1\""\""-20\""\""|||similarity=0.00  
attribute=size|||values=missing###23.0\""\""|||similarity=0.00  
attribute=type|||values=missing###Framed|||similarity=0.00  "
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Mavic 2 Part11 Car Charger'. Entity 2: 'DJI Mavic 2 Car Charger'.,"Yes.  
attribute=brand|||values=Mavic 2 Part11###DJI|||similarity=0.00  
attribute=model|||values=Mavic 2 Part11###Mavic 2|||similarity=0.90  
attribute=product type|||values=Car Charger###Car Charger|||similarity=1.00  
attribute=compatibility|||values=missing###Mavic 2|||similarity=0.00  "
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Johnnie Walker - Blue Label 70cl'. Entity 2: 'Johnnie Walker Blue Label 0,7 ltr.'.","Yes.  
attribute=brand|||values=Johnnie Walker###Johnnie Walker|||similarity=1.00  
attribute=model|||values=Blue Label###Blue Label|||similarity=1.00  
attribute=volume|||values=70cl###0.7 ltr|||similarity=1.00  
attribute=unit|||values=cl###ltr|||similarity=0.50  "
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Jabra EVOLVE 80 MS Stereo (7899-823-109)'. Entity 2: 'Jabra Evolve 80 UC stereo SKype for Business'.,"Yes.  
attribute=brand|||values=Jabra###Jabra|||similarity=1.00  
attribute=model|||values=EVOLVE 80 MS Stereo###Evolve 80 UC|||similarity=0.90  
attribute=type|||values=Stereo###Stereo|||similarity=1.00  
attribute=compatibility|||values=MS (Microsoft)###Skype for Business|||similarity=0.80  
attribute=SKU|||values=7899-823-109###missing|||similarity=0.00  "
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Ubiquiti UniFi Video Camera G4 Pro (UVC-G4-PRO)'. Entity 2: 'Ubiquiti UniFi Protect G4-PRO Camera'.,"Yes.  
attribute=brand|||values=Ubiquiti###Ubiquiti|||similarity=1.00  
attribute=model|||values=UniFi Video Camera G4 Pro###UniFi Protect G4-PRO|||similarity=0.90  
attribute=product type|||values=Video Camera###Camera|||similarity=0.80  
attribute=series|||values=G4 Pro###G4-PRO|||similarity=1.00  
attribute=compatibility|||values=UniFi Video System###UniFi Protect|||similarity=0.70  "
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'ASUS ROG STRIX B550-E GAMING Presa AM4 ATX AMD B550'. Entity 2: 'HPE 300GB SERVER SMART MEMORY 6G 15K SAS 2.5 652611-B21'.,"No.  
attribute=brand|||values=ASUS###HPE|||similarity=0.00  
attribute=model|||values=ROG STRIX B550-E GAMING###300GB SERVER SMART MEMORY|||similarity=0.00  
attribute=form factor|||values=ATX|||similarity=0.00  
attribute=chipset|||values=AMD B550###missing|||similarity=0.00  
attribute=storage capacity|||values=missing###300GB|||similarity=0.00  
attribute=interface|||values=missing###SAS|||similarity=0.00  
attribute=RPM|||values=missing###15K|||similarity=0.00  
attribute=type|||values=missing###SMART MEMORY|||similarity=0.00  "
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Elixir Phosphor Acoustic Strings - Extra Light'. Entity 2: 'PG-730 7-Speed Cassette'.,"No.  
attribute=brand|||values=Elixir###missing|||similarity=0.00  
attribute=model|||values=Phosphor Acoustic Strings - Extra Light###PG-730 7-Speed Cassette|||similarity=0.00  
attribute=type|||values=Strings###Cassette|||similarity=0.00  
attribute=category|||values=Musical Instruments|||missing|||similarity=0.00  
attribute=usage|||values=Guitar Strings###Bicycle Component|||similarity=0.00  "
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Manfrotto MVK500AM Fluid Video Head With Lightweight Telescopic Legs'. Entity 2: 'Manfrotto XPRO Fluid Tripod Head with Fluidity Selector'.,"No. 
attribute=brand|||values=Manfrotto###Manfrotto|||similarity=1.00
attribute=model|||values=MVK500AM###XPRO|||similarity=0.20
attribute=type|||values=Fluid Video Head###Fluid Tripod Head|||similarity=0.50
attribute=legs|||values=Lightweight Telescopic Legs###missing|||similarity=0.00
attribute=fluidity selector|||values=missing###Fluidity Selector|||similarity=0.00"
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Lant Shimano CN-HG601-11, 11 Viteze'. Entity 2: 'Shimano CN-HG601 105 5800 / SLX M7000 Chain With Quick Link 11-Speed - 116 Links, SIL-TEC'.","Yes.  
attribute=brand|||values=Shimano###Shimano|||similarity=1.00  
attribute=model|||values=CN-HG601-11###CN-HG601|||similarity=0.95  
attribute=speed|||values=11 Viteze###11-Speed|||similarity=1.00  
attribute=links|||values=missing###116 Links|||similarity=0.00  
attribute=additional features|||values=missing###Quick Link, SIL-TEC|||similarity=0.00  "
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'SHIMANO RS500 SPD-SL road pedals'. Entity 2: 'Shimano Pedal PD-RS500 SL Black'.,"Yes. 
attribute=brand|||values=SHIMANO###Shimano|||similarity=1.00
attribute=model|||values=RS500 SPD-SL###PD-RS500 SL|||similarity=1.00
attribute=color|||values=missing###Black|||similarity=0.00
attribute=type|||values=road pedals###pedal|||similarity=0.80
attribute=compatibility|||values=SPD-SL###missing|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Mens Daniel Wellington St Mawes 40mm Watch DW00100006'. Entity 2: 'Daniel Wellington - Classic St Mawes Rose Gold - 40mm'.,"Yes. 
attribute=brand|||values=Daniel Wellington###Daniel Wellington|||similarity=1.00
attribute=model|||values=St Mawes###Classic St Mawes|||similarity=0.80
attribute=size|||values=40mm###40mm|||similarity=1.00
attribute=color|||values=missing###Rose Gold|||similarity=0.00
attribute=style|||values=missing###Classic|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Canon EF-S 10-18/4.5-5.6 IS STM'. Entity 2: 'Canon EF-S 55-250 f4-5.6 IS STM'.,"No. 
attribute=brand|||values=Canon###Canon|||similarity=1.00
attribute=model|||values=EF-S 10-18/4.5-5.6 IS STM###EF-S 55-250 f4-5.6 IS STM|||similarity=0.20
attribute=focal length|||values=10-18mm###55-250mm|||similarity=0.10
attribute=aperture|||values=f4.5-5.6###f4-5.6|||similarity=1.00
attribute=image stabilization|||values=IS|||similarity=1.00
attribute=type|||values=missing###missing|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Gigabyte Radeon RX 5500 XT OC 4GB GDDR6'. Entity 2: 'Gigabyte AMD Radeon RX 5500 XT OC 8GB GDDR6 RDNA PCIe 4.0 Graphics Card'.,"No.  
attribute=brand|||values=Gigabyte###Gigabyte|||similarity=1.00  
attribute=model|||values=Radeon RX 5500 XT OC 4GB GDDR6###AMD Radeon RX 5500 XT OC 8GB GDDR6|||similarity=0.20  
attribute=memory|||values=4GB GDDR6###8GB GDDR6|||similarity=0.25  
attribute=architecture|||values=missing###RDNA|||similarity=0.00  
attribute=interface|||values=missing###PCIe 4.0|||similarity=0.00  "
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Genuine Epson C13T616400 Yellow Ink Cartridge (T6164YOEM)'. Entity 2: 'Epson Tinte T6164 Yellow, 53 ml'.","Yes.  
attribute=brand|||values=Epson###Epson|||similarity=1.00  
attribute=model|||values=C13T616400###T6164|||similarity=0.80  
attribute=color|||values=Yellow###Yellow|||similarity=1.00  
attribute=volume|||values=missing###53 ml|||similarity=0.00  
attribute=type|||values=Ink Cartridge###Tinte|||similarity=0.50  "
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Swiss Military Hanowa Flagship 06-5161.2.04.007'. Entity 2: 'Asus ROG Strix X570-F GAMING Motherboard,DDR4, 3x PCIe x16, SATA III RAID, USB 3.2, GLAN, M.2, DisplayPort, HDMI, 8ch audio, ATX, scAM4, Ryzen | 90MB1160-M0EAY0'.","No.  
attribute=brand|||values=Swiss Military Hanowa###Asus|||similarity=0.00  
attribute=model|||values=Flagship 06-5161.2.04.007###ROG Strix X570-F GAMING|||similarity=0.00  
attribute=category|||values=Watch###Motherboard|||similarity=0.00  
attribute=features|||values=missing###DDR4, 3x PCIe x16, SATA III RAID, USB 3.2, GLAN, M.2, DisplayPort, HDMI, 8ch audio, ATX, scAM4, Ryzen|||similarity=0.00  
attribute=type|||values=Analog/Digital Watch|||missing|||similarity=0.00  "
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Corsair 110R Tempered Glass Black ATX Case, Tempered Glass Side Window, No PSU, 2x USB 3.1, HD Audio, 120mm Fan pre-installed'. Entity 2: 'Blaze 2 Burner Professional Built-In Propane Gas Outdoor Grill, BLZ-2PRO-LP'.","No.  
attribute=brand|||values=Corsair###Blaze|||similarity=0.00  
attribute=model|||values=110R Tempered Glass###BLZ-2PRO-LP|||similarity=0.00  
attribute=product type|||values=ATX Case|||Blaze 2 Burner Professional Built-In Propane Gas Outdoor Grill|||similarity=0.00  
attribute=color|||values=Black|||missing|||similarity=0.00  
attribute=features|||values=Tempered Glass Side Window, No PSU, 2x USB 3.1, HD Audio, 120mm Fan pre-installed|||Blaze 2 Burner Professional Built-In Propane Gas Outdoor Grill|||similarity=0.00  "
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Access Point|TP-LINK|300 Mbps|IEEE 802.3af|IEEE 802.11b|IEEE 802.11g|IEEE 802.11n|1xRJ45|Number of antennas 2|EAP115'. Entity 2: 'Seagate 2TB FireCuda 3.5"" SATA 6Gb/s SSHD'.","No. 
attribute=brand|||values=TP-LINK###Seagate|||similarity=0.00
attribute=model|||values=EAP115###FireCuda|||similarity=0.00
attribute=type|||values=Access Point###SSHD|||similarity=0.00
attribute=storage capacity|||values=missing###2TB|||similarity=0.00
attribute=network speed|||values=300 Mbps###missing|||similarity=0.00
attribute=interface|||values=RJ45###SATA|||similarity=0.00
attribute=wireless standards|||values=IEEE 802.11b/g/n###missing|||similarity=0.00
attribute=number of antennas|||values=2###missing|||similarity=0.00"
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'RAM Triple 1\"" Ball Adapter - RAM-B-289U'. Entity 2: 'RAM Motorcycle Fork Stem Base w 1\"" Ball (RAM-B-342U)'.","No.  
attribute=brand|||values=RAM###RAM|||similarity=1.00  
attribute=model|||values=Triple 1"" Ball Adapter###Motorcycle Fork Stem Base w 1"" Ball|||similarity=0.10  
attribute=type|||values=Ball Adapter###Fork Stem Base|||similarity=0.00  
attribute=ball size|||values=1""###1""|||similarity=1.00  
attribute=application|||values=missing###Motorcycle|||similarity=0.00  "
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Crucial CT51264BD160BJ 4GB DDR3L-1600 UDIMM Memory Module'. Entity 2: 'Canon EF-M 18-150mm f/3.5-6.3 IS STM Schwarz EU10'.,"No.  
attribute=brand|||values=Crucial###Canon|||similarity=0.00  
attribute=model|||values=CT51264BD160BJ###EF-M 18-150mm f/3.5-6.3 IS STM|||similarity=0.00  
attribute=type|||values=DDR3L Memory Module###Camera Lens|||similarity=0.00  
attribute=capacity|||values=4GB###missing|||similarity=0.00  
attribute=focal length|||values=missing###18-150mm|||similarity=0.00  
attribute=aperture|||values=missing###f/3.5-6.3|||similarity=0.00  "
Do the two entity descriptions refer to the same real-world entity? Entity 1: '4GB DDR3-1866MHz Kingston HyperX Fury Black'. Entity 2: 'Kingston 4GB DDR3 1600MHz HyperX Fury Black Series'.,"No.  
attribute=brand|||values=Kingston###Kingston|||similarity=1.00  
attribute=capacity|||values=4GB###4GB|||similarity=1.00  
attribute=memory type|||values=DDR3###DDR3|||similarity=1.00  
attribute=frequency|||values=1866MHz###1600MHz|||similarity=0.20  
attribute=model|||values=HyperX Fury Black###HyperX Fury Black Series|||similarity=0.80  "
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'AMD RYZEN 5 2400G Quad-Core 3.6 GHz (3.9 GHz Max Boost) Socket AM4 65W YD2400C5FBBOX Desktop Processor'. Entity 2: 'Processador Amd Am4 Ryzen R5-2400g 3.9ghz 6mb'.,"Yes. 
attribute=brand|||values=AMD###AMD|||similarity=1.00
attribute=model|||values=RYZEN 5 2400G###Ryzen R5-2400G|||similarity=1.00
attribute=core count|||values=Quad-Core###missing|||similarity=0.00
attribute=base clock speed|||values=3.6 GHz###missing|||similarity=0.00
attribute=max boost clock speed|||values=3.9 GHz|||similarity=1.00
attribute=socket type|||values=Socket AM4###AM4|||similarity=1.00
attribute=thermal design power (TDP)|||values=65W###missing|||similarity=0.00
attribute=cache size|||values=missing###6MB|||similarity=0.00"
