prompt,completion,id
Do the two product descriptions refer to the same real-world product? Entity 1: 'Zebra 800011-101 ZXP Series 1 Ribbon ZXP Series 1 Load-N-Go Black Monochrome Ribbon'. Entity 2: 'Zebra ZXP Series 1Black Monochrome Ribbon K - 1000 Prints 800011-101'.,Yes,41234714#92894304_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'ASUS PRIME X570-PRO (AM4) (D) (90MB11B0-M0EAY0)'. Entity 2: 'SRAM Disc Brake Pad Set Organic Compound'.,No,77308213#18915981_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'Zebra Black Monochrome 800033 - 801 - 1000 Prints'. Entity 2: 'Zebra TrueColours ix Series Monochrome - 1 - black - print ribbon'.,Yes,77094922#10496_left_augmented_right_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'TP - LiMk 150Mbkt - WLAN - Lite - N - PCI Express x1 Adapter'. Entity 2: 'Wireless TP-LINK Wireless Lan TL-WN781ND'.,Yes,30502153#48790334_left_augmented_right_original
"Do the two product descriptions refer to the same real-world product? Entity 1: 'SDS2/32GB, 32GB SDHC Canvas Select Plus 100R C10 UHS-I U1 V10'. Entity 2: 'Kingston Canvas Select SDHC Plus Memory Card UHS - I 4K HD FULL 100MB / s - 32GB'.",Yes,55718937#70291557_left_original_right_augmented
Do the two product descriptions refer to the same real-world product? Entity 1: 'Garmin Fenix 5X Sapphire Black Strap 010 - 01989 - 01'. Entity 2: 'Fenix 5X Plus GPS Black Smartwatch'.,Yes,52404977#18346724_left_augmented_right_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'Toner Brother - Nero - ricarica toner tn200'. Entity 2: 'Toner kompatibel zu Brother TN-200 Black'.,Yes,6020197#68874465_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'TP-Link EAP110 Auranet Access Point 300Mps'. Entity 2: 'APC Smart UPS RM 3000VA'.,No,75297744#18693009_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'TP-Link Archer T9UH Wireless AC1900 USB Adapter'. Entity 2: 'TP-Link 150Mbit-WLAN-Lite -N-PCI Express x1 Adapter'.,No,80086981#30502153_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'Shimano Cassette 11s 11-46 CS-M8000'. Entity 2: 'XT CS-M8000 11 Speed Cassette'.,Yes,75132289#49913390_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'HPE 300GB SERVER SMART MEMORY 6G 15K SAS 2.5 652611-B21'. Entity 2: 'D'addario XTAPB1356XT Acoustic strings set Phosphor Bronze Medium 13-56'.,No,71290070#31149803_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'Corsair Value Select 8GB PC4-17000 - 8 GB - 1 x 8 GB - DDR4 - 2133 MHz - 288-pin DIMM'. Entity 2: 'Epson oryginalny tusz T2982 29 cyan'.,No,48430039#66191134_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'Sram PG 1130 11sp cassette 11-36T'. Entity 2: 'KINGSTON MICRO SD CARD CANVAS SELECT PLUS 128GB 100MB/S LIMITED LIFETIME'.,No,97112728#96712384_original
"Do the two product descriptions refer to the same real-world product? Entity 1: 'BenQ G W2480 23. 8 in ch LED IPS Monitor - Full HD, 5ms, Speakers'. Entity 2: 'BenQ GW2480 23. 8 "" Full HD Monitor'.",Yes,83013356#83555610_both_augmented
Do the two product descriptions refer to the same real-world product? Entity 1: 'Ubiquiti UniFi AC Pro 5-pack UAP-AC-PRO-5 Ubiquiti'. Entity 2: 'Ubiquiti UniFi Dual-Band WiFi PoE Access Point UAP-AC-HD - 5 Pack'.,No,91980346#18960736_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'Ubiquiti UVC-G3-FLEX-3 UniFi Protect G3 FLEX Camera 3-Pack'. Entity 2: 'Ubiquiti UniFi Protect G4-PRO Camera'.,No,44557157#79415655_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'APPLE - Airpods With Charging Case'. Entity 2: 'APPLE - AIRPODS WITH CHARGING CASEIN'.,Yes,16529934#97396039_original
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Crucial MX500 250GB SATA 2.5-inch, SATA 6.0Gb/s 7mm Solid State Drive'. Entity 2: 'Shimano Shimano PD-R7000 105 SPD-SL PEDAL W/O REFLECTOR W/CLEAT'.",No,19102781#51909448_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'U'. Entity 2: 'Ubiquiti UniFi Protect G4 - Camera PRO'.,Yes,21670568#79415655_both_augmented
"Do the two product descriptions refer to the same real-world product? Entity 1: '3M - PF27.0W9 PRIVACY FILTER BLACK FOR 27,0IN / 68,6 CM / 16:9IN ACCS'. Entity 2: '3M - Sekretessfilter 27 \ "" Widescreen _: 9'.",Yes,10719102#16785446_left_original_right_augmented
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Epson S050189 Cyan, High Capacity Toner Cartridge'. Entity 2: 'EPSON S042091 premium glossy photo paper 255g/m², A2/25vel'.",No,24927054#51946981_original
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Corsair ML120 Pro LED, Red, 120mm Premium Magnetic Levitation Fan'. Entity 2: 'Corsair ML140 PRO RGB LED 140MM PWM Premium Magnetic Levitation Fan - Single Pack'.",No,11409646#97634734_original
"Do the two product descriptions refer to the same real-world product? Entity 1: 'T1700G-28TQ GE/XG/SMA/24, Switch'. Entity 2: 'ShimanoSm-Sh10 Spd-Sl Cleats, Fixed'.",No,81441228#70495926_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'Logitech H540 USB Headset With High - Definition sound and on - ear controls - Black | 981'. Entity 2: 'LOGITECH Corded USB Headset H540 - USB - EMEA'.,Yes,12890760#78504458_left_augmented_right_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'FUJIFILM Super EBC XF 23mm f/2 R WR Lens - Black'. Entity 2: 'Elixir Phosphor Acoustic Strings - Extra Light'.,No,3348619#32413380_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'APC - Schneider SMART-UPS 1000VA LCD 230V'. Entity 2: 'APPLE - AIRPODS WITH CHARGING CASEIN'.,No,77969198#97396039_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'Fujifilm XF 56mm f/1.2 R'. Entity 2: 'Orologio Garmin Venu 010-02173-12 Venu'.,No,81954319#76426260_original
"Do the two product descriptions refer to the same real-world product? Entity 1: 'HyperX Predator 16GB - PC4-26600 - DIMM'. Entity 2: 'Mouse Gaming RAZER Mamba Elite, 16000 dpi, negru'.",No,87322400#1283491_original
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Asus ROG Strix X570 - F GAMING Motherboard, _, 3x PCIe x16, SATA _ _, USB 3. 2, _, M. 2, DisplayPort, HDMI, 8ch audio, ATX, scAM4, _ | 90MB1160 - M0EAY0'. Entity 2: 'Asus ROG Strix X570-F Gaming ATX - motherboard'.",Yes,83211359#31886989_left_augmented_right_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'Mavic 2 Part11 _ Charger'. Entity 2: 'DJI Mavic 2 Car Charger'.,Yes,15306268#24574240_left_augmented_right_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'XT CS-M8000 11 Speed Cassette'. Entity 2: 'Shimano Shimano Cs-R8000 Cassette 11-28t Ultegra 11-Speed'.,No,49913390#51733905_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'Logitech H540 USB Headset With High - Definition sound and on - ear controls - Black | 981'. Entity 2: 'LOGITECH Corded USB Headset - USB - EMEA'.,Yes,12890760#78504458_both_augmented
Do the two product descriptions refer to the same real-world product? Entity 1: 'Epson Papir Photo Premium Glossy 13X18cm 30-ark 255G'. Entity 2: 'Epson A3 Premium Glossy Photo Paper 255gsm (Pack of 20) C13S041315'.,No,88168633#71490927_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'ASUS GeForce RTX 2080 SUPER 8GB DUAL OC EVO'. Entity 2: 'Crucial 500GB MX500 M.2 2880 SATA 6Gb/s SSD'.,No,29339493#1741624_original
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Epson Seahorse Multipack 6 - T0487 kleur'. Entity 2: 'Epson T0487 Multipack (Black, Cyan, Magenta, _, Light Cyan, Light _ )'.",Yes,41456801#79707438_both_augmented
Do the two product descriptions refer to the same real-world product? Entity 1: '2012 SRAM Red XG-1090 10-Speed X-Dome 11-23 Cassette'. Entity 2: 'Epson Ink Cartridge - Matte Black 700ml'.,No,1781011#415992_original
"Do the two product descriptions refer to the same real-world product? Entity 1: 'APC Replacement Battery Cartridge #133UPS battery - Lead Acid'. Entity 2: 'RAM Triple 1\"" Ball Adapter - RAM-B-289U'.",No,9561888#30675144_original
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Evans 14\"" TT14EC2S Clear Drum Head'. Entity 2: 'iiyama Prolite 27\"" XUB2792QSU-B1 WQHD IPS Monitor Tilt/Swivel/Pivot'.",No,5519409#16154426_original
"Do the two product descriptions refer to the same real-world product? Entity 1: 'DS-7208HUHI-k2-P 8 Channel DVR Turbo 4.0 PoC 5MP'. Entity 2: '16TB IronWolf Pro ST16000NE000, 7200 RPM, SATA 6Gb/s, 256MB cache, 3.5-Inch HDD'.",No,90921158#26425849_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'Canon Ink Jet Cartridge PGI-72 PBK/GY/PM/PC/CO Multipack 40433'. Entity 2: 'Canon Multipack PGI-72multi1 (6403B007)'.,Yes,30007794#10737119_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung T7 Blue 2TB Portable SSD USB-C/A Gen2'. Entity 2: 'Samsung T7 Portable SSD [2TB] (Indigo Blue)'.,Yes,98124674#18327954_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Core i3 8300 Quad Core 3.7GHz Processor'. Entity 2: 'Kingston 32GB DDR4 3000MHz Kit(2x16GB) HyperX Predator Intel XMP'.,No,75749012#54377216_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'HP Color LaserJet Professional CP5225dn'. Entity 2: 'RAM® Composite Double Socket Arm'.,No,17869090#18456007_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'DYMO D1 Labelling Tape 45803 White 19 mm x 7 m'. Entity 2: 'D ymo Label Casette D1 (1 9mm x 7m - Black On White )'.,Yes,88730603#35191236_both_augmented
Do the two product descriptions refer to the same real-world product? Entity 1: 'JABRA Evolve 40 UC USB - Mono'. Entity 2: 'JABRA Evolve 20 UC USB - Mono'.,No,51400506#38552937_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'Oakley Jawbreaker MTB Solglsasögon Matte Black w/ Prizm Road'. Entity 2: 'DS-7216HQHI-K1 Hikvision 16 cs. TurboHD DVR'.,No,12127235#3762458_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'Cheap Replica Audemars Piguet Royal Oak Offshore Chronograph Watch 26470OR.OO.A125CR.01'. Entity 2: 'Audemars Piguet-Audemars Piguet Royal Oak Offshore Chronograph 42mm Mens Watch-26470OR.OO.A125CR.01'.,Yes,25877530#30454889_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'Pokemon TCG:Sword and Shield Rebel Clash Three Booster Blister- Dural'. Entity 2: 'PKM - Pokémon - Sword & Shield - Rebel Clash Booster'.,No,17465629#4486003_original
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Crucial BX500 2.5\"" 480 GB Serial ATA III'. Entity 2: 'Crucial BX500 480 GB SSD Micron 3D NAND S ATA III 6Gb / s 2. 5 Internal Solid State Drive'.",Yes,23491163#93651578_left_original_right_augmented
Do the two product descriptions refer to the same real-world product? Entity 1: 'Gorra New Era NY Yankees MLB 9Fifty Cap'. Entity 2: 'Evans EC2S 13'' Clear Batter - TT13EC2S'.,No,84459988#74972794_original
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Maxxis Maxxis Minion DHR II Tire: 29 x 2.40"", Folding, 60tpi, 3C MaxxGrip 2- Ply, Tubeless Ready, Wide Trail, Black'. Entity 2: 'Maxxis Maxxis, Minion DHR2, Tire, 29''x2.40, Folding, Tubeless Ready, 3C Maxx Grip, 2-ply, Wide Trail, 60TPI, Black'.",Yes,22007806#12389785_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'TP - Link EAP225 - Outdoor AC1200 MU Wireless - Gigabit MIMO Indoor / Outdoor Access Point'. Entity 2: 'TP - Link EAP2 25 Outdoor Access Point'.,Yes,73248952#42516046_both_augmented
Do the two product descriptions refer to the same real-world product? Entity 1: 'Manfrotto MVK500AM Fluid Video Head With Lightweight Telescopic Legs'. Entity 2: 'Manfrotto XPRO Fluid Tripod Head with Fluidity Selector'.,No,37865200#72145468_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'TP - _ | AC1900 High Gain Dual Band Wifi Adapter | Wireless WiFi _ Adapter for PC (_ T9UH )'. Entity 2: 'TP - Link Archer T9UH W ireless AC1900 USB Adapter'.,Yes,98241359#80086981_both_augmented
Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung Portable SSD T7 Touch 1TB - Zilv er'. Entity 2: 'Samsung T7 Touch Portable SSD Drive 1TB [] () Silver'.,Yes,5603029#48035811_both_augmented
Do the two product descriptions refer to the same real-world product? Entity 1: 'Daniel Wellington Classic Sheffield Rose 40mm -rannekello DW00100007'. Entity 2: 'Daniel Wellington Classic Sheffield Men 40mm Quartz Watch 0206DW'.,No,77020269#62422382_original
Do the two product descriptions refer to the same real-world product? Entity 1: '215.30.46.51.01.001 Omega Seamaster Planet Ocean Chronograph 45.5mm'. Entity 2: 'Cheap Replica Audemars Piguet Royal Oak Offshore Chronograph Watch 26470ST.OO.A099CR.01'.,No,30102415#30674519_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung T7 Portable SSD [2TB] (Indigo Blue)'. Entity 2: 'Omega Seamaster Planet Ocean 600m Co-Axial Master Ceramic 215.92.46.22.01.004 Black Dial Replica'.,No,18327954#1515409_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'Epson 79xl Cartuccia Magenta Originale per WF - WF 5620 - 5690 WF - 4630 C13T79034010'. Entity 2: 'Epson WF4630/5110/5690 Magenta INK 17ML EP53600'.,Yes,2314380#10385523_left_augmented_right_original
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Shimano R550 SPD-SL Pedals - Black'. Entity 2: 'Apple iPad Air Wi-Fi 256 GB Silver - 10.5\"" Tablet - A12 26.67cm-Display'.",No,26049981#30143469_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'EF canon - M 18 - 150mm f / 3. 5 - 6 3. IS STM () Black'. Entity 2: 'Canon EF-M 18-150mm f/3.5-6.3 IS STM Schwarz EU10'.,Yes,40876435#89258775_left_augmented_right_original
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Corsair Carbide 175R RGB Black Mid Tower ATX Case, Tempered Glass Side Window, No _, _ USB _. 0, HD Audio, 1x 120mm Fan _'. Entity 2: 'Carbide 175R RGB Windowed Mid-Tower Case Tempered Glass'.",Yes,41485546#2952392_left_augmented_right_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston Digital C anvas Select 128GB micro SD Card w / Adapter (SDCS - 128GB )'. Entity 2: 'Kingston Technology Canvas memory 128 GB MicroSDXC Class 10 UHS - I'.,Yes,47070583#70702847_both_augmented
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Jabra EVOLVE 80 MS Stereo (7899-823-109)'. Entity 2: 'Maxxis High Roller II 650b 27.5\"" Dual Compound EXO Folding Tubeless Ready Mountain Bike Tyre'.",No,13142970#70403624_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'Cappello New Era Clean Trucker 2 NY Yankees Cap'. Entity 2: 'Samsung T7 Blue 2TB Portable SSD USB-C/A Gen2'.,No,39833087#98124674_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'Maxxis Tire Assegai 3C MAXXTERRA/EXO+/TR Foldable 27.5x2.50WT'. Entity 2: 'APC Smart-UPS SRT 10000VA SRT10KXLI'.,No,30212626#87076936_original
"Do the two product descriptions refer to the same real-world product? Entity 1: '- DESKTOP LCD LW FRAMED FILTER'. Entity 2: '3M - Lightweight 300 Privacy Filter PF322WSkjermfilter mot innsyn, m/ramme 20\""-23\""W (30,7 x 48,5)'.",Yes,1286250#562267_left_augmented_right_original
Do the two product descriptions refer to the same real-world product? Entity 1: 'Full Frame E-Mount FE 24-240mm F3.5-6.3 OSS Lens'. Entity 2: 'Sony SEL24240 FE 24-240mm f/3.5-6.3 OSS Zoom Lens for Mirrorless Cameras'.,Yes,97035417#18865753_original
