prompt,completion
Entity 1: 'Swiss Military Hanowa FLAGSHIP 06-5161.2.04.007 Herrenuhr'. Entity 2: 'Swiss Military Hanowa FLAGSHIP 06-5161.2.04.007'.,Yes
Entity 1: 'Swiss Military Hanowa FLAGSHIP 06-5161.2.04.007 Herrenuhr'. Entity 2: 'Swiss Military Hanowa FLAGSHIP 06-5161.2.04.008'.,No
Entity 1: 'Swiss Military Hanowa FLAGSHIP 06-5161.2.04.007 Herrenuhr'. Entity 2: 'Swiss Military Hanowa FLAGSHIP 06-5161.2.04.005'.,No
Entity 1: 'Swiss Military Hanowa FLAGSHIP 06-5161.2.04.007 Herrenuhr'. Entity 2: 'Swiss Military Hanowa FLAGSHIP 06-5161.2.04.002'.,No
Entity 1: 'Canon EOS R5 Mirrorless Camera with 24-105mm Lens'. Entity 2: 'Samsung Galaxy S21 Ultra 5G Smartphone'.,No
Entity 1: 'Nikon D850 DSLR Camera Body'. Entity 2: 'Apple MacBook Pro 16-inch'.,No
Entity 1: 'GoPro HERO9 Black Action Camera'. Entity 2: 'Sony WH-1000XM4 Wireless Headphones'.,No
Entity 1: 'Fujifilm X-T4 Mirrorless Camera with 18-55mm Lens'. Entity 2: 'Fujifilm X-T4 Mirrorless Camera with 16-80mm Lens'.,Yes
Entity 1: 'NVIDIA GeForce RTX 3080 10GB GDDR6X Graphics Card'. Entity 2: 'Samsung 970 EVO Plus 1TB NVMe M.2 SSD'.,No
"Entity 1: 'Apple MacBook Pro 16-inch, M1 Pro, 16GB RAM'. Entity 2: 'Logitech MX Master 3 Wireless Mouse'.",No
Entity 1: 'Sony WH-1000XM4 Wireless Noise Cancelling Headphones'. Entity 2: 'Bose QuietComfort 35 II Wireless Headphones'.,No
"Entity 1: 'Dell XPS 13 9310, Intel i7, 16GB RAM, 512GB SSD'. Entity 2: 'Dell XPS 13 9310, Intel i7, 16GB RAM, 512GB SSD'.",Yes
Entity 1: 'Logitech G502 HERO High Performance Gaming Mouse'. Entity 2: 'Logitech G502 LIGHTSPEED Wireless Gaming Mouse'.,No
Entity 1: 'Samsung Galaxy S21 Ultra 5G Smartphone'. Entity 2: 'Samsung Galaxy S21 5G Smartphone'.,No
Entity 1: 'Sony WH-1000XM4 Wireless Noise Cancelling Headphones'. Entity 2: 'Sony WH-1000XM3 Wireless Noise Cancelling Headphones'.,No
Entity 1: 'Apple AirPods Pro with Active Noise Cancellation'. Entity 2: 'Apple AirPods Pro with Active Noise Cancellation'.,Yes
Entity 1: 'Apple MacBook Pro 16-inch - 512GB - Space Gray'. Entity 2: 'Apple MacBook Air 13-inch - 256GB - Silver'.,No
Entity 1: 'Sony WH-1000XM4 Wireless Noise Cancelling Headphones - Black'. Entity 2: 'Sony WH-1000XM3 Wireless Noise Cancelling Headphones - Silver'.,No
Entity 1: 'Dell XPS 13 Laptop - 16GB RAM - 512GB SSD'. Entity 2: 'Dell XPS 13 Laptop - 16GB RAM - 512GB SSD'.,Yes
Entity 1: 'Fitbit Charge 5 - Health and Fitness Tracker - Black/Graphite'. Entity 2: 'Fitbit Inspire 2 - Health and Fitness Tracker - Rose'.,No
Entity 1: 'Samsung 970 EVO Plus - 1 TB - M.2 NVMe SSD'. Entity 2: 'Logitech MX Master 3 Wireless Mouse'.,No
Entity 1: 'Corsair Vengeance LPX - DDR4 - 16 GB: 2 x 8 GB - DIMM 288-pin'. Entity 2: 'Dell XPS 13 Laptop'.,No
Entity 1: 'ASUS ROG Strix GeForce RTX 3080 - 10 GB GDDR6X'. Entity 2: 'HP Envy 15 Laptop'.,No
Entity 1: 'Crucial Ballistix - DDR4 - 32 GB: 2 x 16 GB - DIMM 288-pin'. Entity 2: 'Corsair Vengeance LPX - DDR4 - 32 GB: 2 x 16 GB - DIMM 288-pin'.,Yes
Entity 1: 'Traveler's Notebook Starter Kit (Passport Size) - Blue'. Entity 2: 'Traveler's Notebook Refill - Blank Pages'.,Yes
Entity 1: 'Traveler's Notebook Starter Kit (Passport Size) - Blue'. Entity 2: 'Canon EOS Rebel T7 DSLR Camera'.,No
"Entity 1: 'Traveler's Notebook Starter Kit (Passport Size) - Blue'. Entity 2: 'Apple MacBook Air (M1, 2020)'.",No
"Entity 1: 'Traveler's Notebook Starter Kit (Passport Size) - Blue'. Entity 2: 'Moleskine Classic Notebook - Large, Black'.",No
Entity 1: 'DJI Mavic Pro automobilinis įkroviklis / Car Charger'. Entity 2: 'DJI Mavic Pro Battery Charger'.,No
Entity 1: 'DJI Mavic Pro automobilinis įkroviklis / Car Charger'. Entity 2: 'DJI Phantom 4 Car Charger'.,No
Entity 1: 'DJI Mavic Pro automobilinis įkroviklis / Car Charger'. Entity 2: 'DJI Mavic Pro Car Charger'.,Yes
Entity 1: 'DJI Mavic Pro automobilinis įkroviklis / Car Charger'. Entity 2: 'DJI Mini 2 Car Charger'.,No
Entity 1: 'APC RBC140 Replacement Battery Cartridge'. Entity 2: 'APC RBC150 Replacement Battery Cartridge'.,No
Entity 1: 'APC RBC140 Replacement Battery Cartridge'. Entity 2: 'CyberPower CP1500AVRLCD Replacement Battery'.,No
Entity 1: 'APC RBC140 Replacement Battery Cartridge'. Entity 2: 'APC RBC140 Battery Backup Unit'.,No
Entity 1: 'APC RBC140 Replacement Battery Cartridge'. Entity 2: 'APC RBC140 Replacement Battery Cartridge'.,Yes
"Entity 1: 'Logitech - Wireless Mouse M510, Black'. Entity 2: 'Logitech - Wired Mouse M100, Black'.",No
"Entity 1: 'Samsung - Galaxy S21 Ultra 5G, 128GB, Phantom Black'. Entity 2: 'Samsung - Galaxy S21 5G, 256GB, Phantom Gray'.",No
"Entity 1: 'Apple - MacBook Pro 16-inch, M1 Pro, 512GB'. Entity 2: 'Apple - MacBook Air 13-inch, M1, 256GB'.",No
"Entity 1: 'Sony - WH-1000XM4 Wireless Noise Cancelling Headphones'. Entity 2: 'Sony - WH-1000XM4 Wireless Noise Cancelling Headphones, Black'.",Yes
Entity 1: 'HP LaserJet Pro M404dn Printer'. Entity 2: 'Epson EcoTank ET-2720 Wireless Printer'.,No
Entity 1: 'Brother MFC-L3770CDW All-in-One Printer'. Entity 2: 'Canon PIXMA TR8520 All-In-One Printer'.,No
Entity 1: 'Samsung Xpress M2020W Laser Printer'. Entity 2: 'Brother TN-760 High Yield Toner Cartridge'.,No
Entity 1: 'Canon imageCLASS MF445dw All-in-One Printer'. Entity 2: 'Canon imageCLASS MF445dw All-in-One Printer'.,Yes
Entity 1: 'Corsair Vengeance LPX 16GB (2x8GB) 3200MHz CL16'. Entity 2: 'Corsair Vengeance LPX 8GB (1x8GB) 3200MHz DDR4 Memory'.,No
Entity 1: 'G.Skill Ripjaws V 32GB (2x16GB) 3600MHz CL16'. Entity 2: 'G.Skill Ripjaws V 16GB (1x16GB) 3600MHz DDR4 Memory'.,No
Entity 1: 'Crucial Ballistix 8GB (1x8GB) 2400MHz CL16'. Entity 2: 'Crucial Ballistix 8GB (1x8GB) 2400MHz CL16'.,Yes
Entity 1: 'Kingston HyperX Predator 16GB (2x8GB) 3000MHz CL15'. Entity 2: 'Kingston HyperX Fury 16GB (2x8GB) 2666MHz CL16'.,No
Entity 1: 'Crucial P3 1TB NVMe M.2 SSD (CT1000P3SSD8)'. Entity 2: 'Samsung 1TB SSD 970 EVO NVMe M.2'.,No
Entity 1: 'WD BLACK 1TB SN850 NVMe M.2 2280 SSD (WDS100T3X0C)'. Entity 2: 'Samsung 1TB SSD 970 EVO NVMe M.2'.,No
Entity 1: 'Samsung 1TB SSD 970 EVO NVMe M.2'. Entity 2: 'Samsung 1TB SSD 970 EVO NVMe M.2'.,Yes
Entity 1: 'Kingston A2000 1TB NVMe M.2 SSD'. Entity 2: 'Samsung 1TB SSD 970 EVO NVMe M.2'.,No
Entity 1: 'Seagate Backup Plus Slim 2TB - Black'. Entity 2: 'Toshiba Canvio Basics 1TB - Black'.,No
Entity 1: 'Samsung 970 EVO Plus 1TB NVMe M.2 SSD'. Entity 2: 'Crucial MX500 1TB SATA SSD'.,No
Entity 1: 'SanDisk Extreme Portable SSD 500GB - Red'. Entity 2: 'SanDisk Extreme Portable SSD 500GB - Blue'.,Yes
Entity 1: 'ADATA XPG SX8200 Pro 1TB NVMe SSD'. Entity 2: 'Kingston A2000 1TB NVMe SSD'.,No
Entity 1: 'Corsair 16GB (2x8GB) DDR4 3200MHz RAM'. Entity 2: 'Corsair 16GB (1x16GB) DDR4 3200MHz Memory'.,Yes
Entity 1: 'G.Skill 32GB (2x16GB) DDR4 3000MHz RAM'. Entity 2: 'G.Skill 16GB (1x16GB) DDR3 2400MHz Memory'.,No
Entity 1: 'Kingston 8GB (1x8GB) DDR4 2400MHz SODIMM'. Entity 2: 'Kingston 8GB (1x8GB) DDR4 2666MHz SODIMM'.,No
Entity 1: 'HyperX 16GB (2x8GB) DDR4 3200MHz RAM'. Entity 2: 'HyperX 32GB (2x16GB) DDR4 3200MHz Memory'.,No
Entity 1: 'Rolex Submariner Date Automatic Watch 116610LN'. Entity 2: 'Nikon D850 DSLR Camera Body'.,No
Entity 1: 'Tag Heuer Carrera Calibre 16 Automatic Chronograph Watch'. Entity 2: 'Canon EF 24-70mm f/2.8L II USM Lens'.,No
Entity 1: 'Breitling Navitimer 8 Automatic Watch A17326211B1A1'. Entity 2: 'Sony Alpha a7 III Mirrorless Camera'.,No
Entity 1: 'Fossil Gen 5 Carlyle HR Smartwatch'. Entity 2: 'Fossil Gen 5 Carlyle HR Smartwatch'.,Yes
Entity 1: 'Original Canon PGI-250 Black Ink Cartridge'. Entity 2: 'Canon Ink Cartridge - Black 500ml'.,No
Entity 1: 'HP 63 Tri-Color Ink Cartridge'. Entity 2: 'HP Ink Cartridge - Color 1000ml'.,No
Entity 1: 'Brother LC3013 Black Ink Cartridge'. Entity 2: 'Brother Ink Cartridge - Black 600ml'.,Yes
Entity 1: 'Lexmark 100XL Black Ink Cartridge'. Entity 2: 'Lexmark Ink Cartridge - Black 300ml'.,No
"Entity 1: 'LG 55"" OLED 4K Smart TV (OLED55CXPUA)'. Entity 2: 'Dell UltraSharp 27 4K Monitor (U2720Q)'.",No
"Entity 1: 'Sony 65"" 4K Ultra HD Smart TV (XBR65X900H)'. Entity 2: 'Acer Predator 27"" Gaming Monitor (XB273K)'.",No
"Entity 1: 'TCL 75"" 4K QLED Smart TV (75R635)'. Entity 2: 'ASUS ProArt 32"" 4K Monitor (PA32UCX)'.",Yes
"Entity 1: 'Vizio 55"" 4K Smart TV (V555-G1)'. Entity 2: 'HP Z27 27"" 4K Monitor (1JR31A4#ABA)'.",No
Entity 1: 'Logitech G502 HERO Gaming Mouse'. Entity 2: 'Razer BlackWidow V3 Mechanical Gaming Keyboard'.,No
Entity 1: 'Samsung Galaxy S21 Ultra Smartphone'. Entity 2: 'Apple iPhone 13 Pro Max Smartphone'.,No
Entity 1: 'NVIDIA GeForce RTX 3080 Graphics Card'. Entity 2: 'AMD Ryzen 9 5900X Processor'.,No
Entity 1: 'Sony WH-1000XM4 Wireless Headphones'. Entity 2: 'Sony WH-1000XM4 Noise Cancelling Headphones'.,Yes
Entity 1: 'Apple MacBook Pro 16-inch 512GB'. Entity 2: 'Apple MacBook Pro 16-inch 1TB'.,No
Entity 1: 'NVIDIA GeForce RTX 3080 10GB'. Entity 2: 'NVIDIA GeForce RTX 3080 8GB'.,No
Entity 1: 'Sony WH-1000XM4 Wireless Headphones'. Entity 2: 'Sony WH-1000XM3 Wireless Headphones'.,No
Entity 1: 'Dell XPS 13 9310 16GB RAM'. Entity 2: 'Dell XPS 13 9310 16GB RAM'.,Yes
Entity 1: 'Logitech - Wireless Mouse M510'. Entity 2: 'Logitech - Wireless Mouse M330'.,No
Entity 1: 'Samsung - Galaxy S21 128GB'. Entity 2: 'Samsung - Galaxy S21 Ultra 256GB'.,No
Entity 1: 'Apple - MacBook Air 13-inch'. Entity 2: 'Apple - MacBook Pro 13-inch'.,No
Entity 1: 'Sony - Noise Cancelling Headphones WH-1000XM4'. Entity 2: 'Sony - Noise Cancelling Headphones WH-1000XM4'.,Yes
Entity 1: 'Mavic 2 Part11 Car Charger'. Entity 2: 'DJI Mavic 3 Car Charger'.,No
Entity 1: 'Mavic 2 Part11 Car Charger'. Entity 2: 'DJI Mavic 2 Battery Charger'.,No
Entity 1: 'Mavic 2 Part11 Car Charger'. Entity 2: 'Mavic 2 Part11 Drone Charger'.,No
Entity 1: 'Mavic 2 Part11 Car Charger'. Entity 2: 'Mavic 2 Part11 Car Charger'.,Yes
"Entity 1: 'Johnnie Walker - Black Label 70cl'. Entity 2: 'Johnnie Walker Black Label 0,7 ltr.'.",Yes
"Entity 1: 'Johnnie Walker - Green Label 70cl'. Entity 2: 'Johnnie Walker Gold Label 0,7 ltr.'.",No
Entity 1: 'Johnnie Walker - Red Label 70cl'. Entity 2: 'Johnnie Walker Blue Label 1 ltr.'.,No
"Entity 1: 'Johnnie Walker - Double Black 70cl'. Entity 2: 'Johnnie Walker Black Label 0,7 ltr.'.",No
Entity 1: 'Jabra EVOLVE 80 MS Stereo (7899-823-109)'. Entity 2: 'Jabra Evolve 80 UC stereo SKype for Business'.,Yes
Entity 1: 'Jabra EVOLVE 65 MS Stereo (7899-823-108)'. Entity 2: 'Jabra Evolve 80 UC stereo SKype for Business'.,No
Entity 1: 'Jabra EVOLVE 80 MS Stereo (7899-823-109)'. Entity 2: 'Jabra Evolve 75 UC stereo SKype for Business'.,No
Entity 1: 'Jabra EVOLVE 80 MS Stereo (7899-823-109)'. Entity 2: 'Jabra Evolve 80 MS Stereo (7899-823-109)'.,Yes
Entity 1: 'Ubiquiti UniFi Video Camera G4 Pro (UVC-G4-PRO)'. Entity 2: 'Ubiquiti UniFi Protect G4-PRO Camera'.,Yes
Entity 1: 'Ubiquiti UniFi Video Camera G3 (UVC-G3)'. Entity 2: 'Ubiquiti UniFi Protect G4-PRO Camera'.,No
Entity 1: 'Ubiquiti UniFi Video Camera G4 Lite (UVC-G4-LITE)'. Entity 2: 'Ubiquiti UniFi Protect G4-PRO Camera'.,No
Entity 1: 'Ubiquiti UniFi Video Camera G4 Pro (UVC-G4-PRO)'. Entity 2: 'Ubiquiti UniFi Video Camera G4 (UVC-G4)'.,No
Entity 1: 'NVIDIA GeForce RTX 3080 10GB GDDR6X Graphics Card'. Entity 2: 'Intel Core i9-11900K 8-Core Processor'.,No
Entity 1: 'Samsung Galaxy S21 Ultra 5G Smartphone'. Entity 2: 'Apple iPhone 13 Pro Max Smartphone'.,No
Entity 1: 'Logitech MX Master 3 Wireless Mouse'. Entity 2: 'Razer DeathAdder V2 Gaming Mouse'.,No
Entity 1: 'Dell XPS 13 9310 Laptop'. Entity 2: 'Dell XPS 13 9300 Laptop'.,Yes
Entity 1: 'Gibson Les Paul Standard Electric Guitar'. Entity 2: 'Yamaha P-125 Digital Piano'.,No
Entity 1: 'Fender Stratocaster Electric Guitar'. Entity 2: 'Marshall DSL40CR Guitar Amplifier'.,No
Entity 1: 'D'Addario Pro Arte Nylon Strings'. Entity 2: 'D'Addario EJ16 Phosphor Bronze Acoustic Guitar Strings'.,Yes
Entity 1: 'Ibanez RG Series Electric Guitar'. Entity 2: 'Roland TD-1K Electronic Drum Kit'.,No
Entity 1: 'Canon EOS 5D Mark IV DSLR Camera Body'. Entity 2: 'Nikon D850 DSLR Camera Body'.,No
Entity 1: 'Sony Alpha a7 III Mirrorless Camera'. Entity 2: 'Sony Alpha a7R IV Mirrorless Camera'.,No
Entity 1: 'GoPro HERO9 Black Action Camera'. Entity 2: 'GoPro HERO8 Black Action Camera'.,No
Entity 1: 'Fujifilm X-T4 Mirrorless Camera'. Entity 2: 'Fujifilm X-T4 Video Camera'.,Yes
"Entity 1: 'Lant Shimano CN-HG601-11, 11 Viteze'. Entity 2: 'Shimano CN-HG600 11-Speed Chain - 116 Links'.",No
"Entity 1: 'Lant Shimano CN-HG601-11, 11 Viteze'. Entity 2: 'SRAM PC-1130 11-Speed Chain - 114 Links'.",No
"Entity 1: 'Lant Shimano CN-HG601-11, 11 Viteze'. Entity 2: 'Shimano CN-HG701 11-Speed Chain - 116 Links'.",No
"Entity 1: 'Lant Shimano CN-HG601-11, 11 Viteze'. Entity 2: 'Shimano CN-HG601 105 5800 / SLX M7000 Chain With Quick Link 11-Speed - 116 Links, SIL-TEC'.",Yes
Entity 1: 'SHIMANO RS500 SPD-SL road pedals'. Entity 2: 'Shimano Pedal PD-RS500 SL Black'.,Yes
Entity 1: 'SHIMANO XT M8000 mountain bike pedals'. Entity 2: 'Shimano PD-M520 MTB Pedals'.,No
Entity 1: 'SHIMANO DURA-ACE 9100 road pedals'. Entity 2: 'Shimano Ultegra R8000 Pedals'.,No
Entity 1: 'SHIMANO 105 R7000 road pedals'. Entity 2: 'Shimano 105 PD-R7000 Pedals'.,Yes
Entity 1: 'Mens Daniel Wellington St Mawes 40mm Watch DW00100006'. Entity 2: 'Daniel Wellington - Classic St Mawes Rose Gold - 40mm'.,Yes
Entity 1: 'Mens Fossil Grant Chronograph 44mm Watch FS4735'. Entity 2: 'Fossil - Grant Chronograph - 42mm'.,No
Entity 1: 'Womens Michael Kors Parker 39mm Watch MK5774'. Entity 2: 'Michael Kors - Parker - 38mm'.,No
Entity 1: 'Mens Seiko Diver's 200m Automatic Watch SRPD21'. Entity 2: 'Seiko - Diver's Automatic - 300m'.,No
Entity 1: 'Nikon AF-S DX 35mm f/1.8G'. Entity 2: 'Nikon AF-S 50mm f/1.8G'.,Yes
Entity 1: 'Sony FE 24-70mm f/2.8 GM'. Entity 2: 'Sony E 18-200mm f/3.5-6.3 OSS'.,No
Entity 1: 'Fujifilm XF 16-55mm f/2.8 R LM WR'. Entity 2: 'Fujifilm XF 50-140mm f/2.8 R LM OIS WR'.,No
Entity 1: 'Olympus M.Zuiko Digital ED 12-40mm f/2.8 PRO'. Entity 2: 'Olympus M.Zuiko Digital ED 40-150mm f/2.8 PRO'.,No
Entity 1: 'NVIDIA GeForce GTX 1660 Ti 6GB GDDR6'. Entity 2: 'NVIDIA GeForce GTX 1660 Super 6GB GDDR6 Graphics Card'.,No
Entity 1: 'ASUS ROG Strix GeForce RTX 3080 10GB'. Entity 2: 'ASUS ROG Strix GeForce RTX 3080 Ti 12GB'.,No
Entity 1: 'MSI GeForce RTX 3060 12GB'. Entity 2: 'MSI GeForce RTX 3060 Ti 8GB'.,No
Entity 1: 'EVGA GeForce RTX 3070 8GB'. Entity 2: 'EVGA GeForce RTX 3070 8GB Gaming Graphics Card'.,Yes
"Entity 1: 'Genuine Canon PG-245 Black Ink Cartridge (PG245)'. Entity 2: 'Canon Ink Cartridge PG-245 Black, 15 ml'.",Yes
"Entity 1: 'Genuine HP 63 Tri-Color Ink Cartridge (F6U63AN)'. Entity 2: 'HP 63 Color Ink, 10 ml'.",No
"Entity 1: 'Brother LC3013 Black Ink Cartridge'. Entity 2: 'Brother LC3011 Black Ink, 20 ml'.",No
"Entity 1: 'Lexmark 100XL High Yield Black Ink Cartridge'. Entity 2: 'Lexmark 100 Black Ink, 5 ml'.",No
Entity 1: 'Apple iPhone 13 Pro Max 256GB'. Entity 2: 'Samsung Galaxy S21 Ultra 128GB'.,No
Entity 1: 'Sony WH-1000XM4 Wireless Headphones'. Entity 2: 'Bose QuietComfort 35 II Wireless Headphones'.,No
Entity 1: 'Dell XPS 13 Laptop'. Entity 2: 'HP Spectre x360 14 Convertible Laptop'.,No
Entity 1: 'Nikon D850 DSLR Camera'. Entity 2: 'Nikon D850 DSLR Camera Body Only'.,Yes
"Entity 1: 'Logitech G502 HERO High Performance Gaming Mouse, RGB Lighting, 16000 DPI, 11 Programmable Buttons'. Entity 2: 'Razer DeathAdder V2 Gaming Mouse, 20000 DPI, Ergonomic Design, RGB Chroma Lighting'.",No
"Entity 1: 'Samsung Galaxy S21 Ultra 5G Smartphone, 128GB, Phantom Black, 108MP Camera'. Entity 2: 'Apple iPhone 13 Pro Max, 256GB, Graphite, 12MP Camera'.",No
"Entity 1: 'Sony WH-1000XM4 Wireless Noise Cancelling Headphones, 30 Hours Battery Life, Touch Sensor Controls'. Entity 2: 'Bose QuietComfort 35 II Wireless Bluetooth Headphones, Alexa Voice Control, 20 Hours Battery Life'.",No
"Entity 1: 'Dell XPS 13 9310 Laptop, Intel Core i7, 16GB RAM, 512GB SSD, 13.4-inch FHD Display'. Entity 2: 'Dell XPS 13 9310 Laptop, Intel Core i7, 16GB RAM, 512GB SSD, 13.4-inch FHD Display'.",Yes
"Entity 1: 'RAM Mounts 1"" Ball Adapter - RAM-B-238U'. Entity 2: 'RAM Mounts 1"" Ball Base - RAM-B-342U'.",Yes
"Entity 1: 'RAM 2"" Ball Adapter - RAM-B-289U'. Entity 2: 'RAM Motorcycle Fork Stem Base w 1"" Ball (RAM-B-342U)'.",No
"Entity 1: 'RAM 1"" Ball Adapter - RAM-B-289U'. Entity 2: 'RAM 1"" Ball Mount (RAM-B-342U)'.",No
"Entity 1: 'RAM 1"" Ball Adapter - RAM-B-289U'. Entity 2: 'RAM 1.5"" Ball Adapter - RAM-B-342U'.",No
Entity 1: 'Samsung 970 EVO Plus 1TB NVMe M.2 SSD'. Entity 2: 'Logitech G502 HERO Gaming Mouse'.,No
Entity 1: 'Corsair Vengeance LPX 16GB DDR4-3200 RAM'. Entity 2: 'ASUS ROG Strix GeForce RTX 3080'.,No
Entity 1: 'Seagate Barracuda 2TB Internal Hard Drive'. Entity 2: 'Dell XPS 13 Laptop'.,No
Entity 1: 'NVIDIA GeForce GTX 1660 Ti Graphics Card'. Entity 2: 'NVIDIA GeForce GTX 1660 Ti Graphics Card'.,Yes
Entity 1: '8GB DDR4-2400MHz Corsair Vengeance LPX'. Entity 2: 'Corsair Vengeance LPX 8GB DDR4 2666MHz'.,No
Entity 1: '16GB DDR4-3200MHz G.Skill Ripjaws V'. Entity 2: 'G.Skill Ripjaws V 16GB DDR4 3200MHz'.,Yes
Entity 1: '32GB DDR4-3000MHz Crucial Ballistix'. Entity 2: 'Crucial Ballistix 32GB DDR4 2666MHz'.,No
Entity 1: '2GB DDR3-1333MHz Kingston ValueRAM'. Entity 2: 'Kingston ValueRAM 2GB DDR3 1600MHz'.,No
Entity 1: 'Intel Core i7-9700K 8-Core 3.6 GHz (4.9 GHz Turbo) LGA1151 Desktop Processor'. Entity 2: 'Processador Intel I7 9700K 3.6GHz 12MB'.,Yes
Entity 1: 'AMD Ryzen 7 3700X 8-Core 3.6 GHz (4.4 GHz Max Boost) Socket AM4 65W Processor'. Entity 2: 'AMD Ryzen 5 3600 6-Core 3.6GHz Processor'.,No
Entity 1: 'Intel Core i5-9600K 6-Core 3.7 GHz (4.6 GHz Turbo) LGA1151 Desktop Processor'. Entity 2: 'AMD Ryzen 5 2600 6-Core 3.4GHz Processor'.,No
Entity 1: 'AMD Ryzen 5 5600X 6-Core 3.7 GHz (4.6 GHz Max Boost) Socket AM4 Processor'. Entity 2: 'AMD Ryzen 5 5600G 6-Core 3.9GHz Processor'.,No
Entity 1: 'Samsung 32GB DDR4-2400 Desktop Memory'. Entity 2: 'Sony WH-1000XM4 Wireless Noise Cancelling Headphones'.,No
Entity 1: 'Corsair Vengeance LPX 16GB (2 x 8GB) DDR4-3200'. Entity 2: 'Dell XPS 13 Laptop'.,No
Entity 1: 'Crucial Ballistix 8GB DDR4-2666 Gaming Memory'. Entity 2: 'Logitech MX Master 3 Wireless Mouse'.,No
Entity 1: 'G.Skill Ripjaws V Series 16GB DDR4-3600'. Entity 2: 'G.Skill Ripjaws V Series 16GB DDR4-3600'.,Yes
"Entity 1: 'Nobreak APC Smart-UPS SURT 20kVA/16kW, 230V'. Entity 2: 'Toner HP - Nero - ricarica toner 85A'.",No
"Entity 1: 'Nobreak APC Smart-UPS SURT 20kVA/16kW, 230V'. Entity 2: 'Nobreak APC Smart-UPS SURT 20kVA/16kW, 230V'.",Yes
"Entity 1: 'Nobreak APC Smart-UPS SURT 20kVA/16kW, 230V'. Entity 2: 'Caricabatterie Ansmann - 12V - 1A'.",No
"Entity 1: 'Nobreak APC Smart-UPS SURT 20kVA/16kW, 230V'. Entity 2: 'Toner Canon - Nero - ricarica toner 728'.",No
"Entity 1: 'Samsung Galaxy S21 Smartphone, 128GB'. Entity 2: 'Apple MacBook Pro 16-inch, 512GB'.",No
Entity 1: 'Sony WH-1000XM4 Wireless Headphones'. Entity 2: 'Bose QuietComfort 35 II Headphones'.,No
"Entity 1: 'Dell XPS 13 Laptop, 16GB RAM'. Entity 2: 'Dell XPS 13 Laptop, 16GB RAM'.",Yes
Entity 1: 'Fitbit Charge 5 Fitness Tracker'. Entity 2: 'Garmin Forerunner 245 GPS Watch'.,No
Entity 1: 'Gigabyte AORUS B550 ELITE Motherboard'. Entity 2: 'GIGABYTE B550 AORUS ELITE V2 ATX Motherboard'.,Yes
