prompt,completion
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'HyperX FURY - DDR3 - 8 GB: 2 x 4 GB - DIMM 240-pin - unbuffered'. Entity 2: 'Brother HL-L6200DW Business Laser Printer'.,"No.
attribute=product type|||importance=1.00|||values=DDR3 Memory Module###Laser Printer|||similarity=0.00
attribute=brand|||importance=0.05|||values=HyperX###Brother|||similarity=0.00
attribute=memory capacity|||importance=0.90|||values=8 GB###missing|||similarity=0.00
attribute=configuration|||importance=0.80|||values=2 x 4 GB###missing|||similarity=0.00
attribute=form factor|||importance=0.70|||values=DIMM 240-pin###missing|||similarity=0.00
attribute=buffering|||importance=0.60|||values=unbuffered###missing|||similarity=0.00
attribute=printer type|||importance=0.50|||values=missing###Business Laser Printer|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Traveler's Notebook Starter Kit (Passport Size) - Blue'. Entity 2: 'Manfrotto XPRO Fluid Tripod Head with Fluidity Selector'.,"No.
attribute=product type|||importance=1.00|||values=Traveler's Notebook Starter Kit###Tripod Head|||similarity=0.00
attribute=size|||importance=0.50|||values=Passport Size###missing|||similarity=0.00
attribute=color|||importance=0.30|||values=Blue###missing|||similarity=0.00
attribute=brand|||importance=0.20|||values=missing###Manfrotto|||similarity=0.00
attribute=model|||importance=0.10|||values=missing###XPRO|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'DJI Mavic Pro automobilinis įkroviklis / Car Charger'. Entity 2: 'DJI Mavic Air Car Charger'.,"No.
attribute=brand|||importance=0.05|||values=DJI###DJI|||similarity=1.00
attribute=model|||importance=0.95|||values=Mavic Pro###Mavic Air|||similarity=0.20
attribute=product type|||importance=0.05|||values=Car Charger###Car Charger|||similarity=1.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'APC RBC140 Replacement Battery Cartridge'. Entity 2: 'APC (APCRBC110) REPLACEMENT BATTERY CATRIDGE #110'.,"No.
attribute=brand|||importance=0.05|||values=APC###APC|||similarity=1.00
attribute=model|||importance=0.95|||values=RBC140###APCRBC110|||similarity=0.20
attribute=product type|||importance=0.05|||values=Replacement Battery Cartridge###Replacement Battery Cartridge|||similarity=1.00
attribute=model number|||importance=0.95|||values=RBC140###110|||similarity=0.20"
"Do the two entity descriptions refer to the same real-world entity? Entity 1: '3M - Lightweight 300 Privacy Filter PF322WSkjermfilter mot innsyn, m/ramme 20\""-23\""W (30,7 x 48,5)'. Entity 2: '3M - Privacy filter framed lightweight 18,1\""\""-20\""\"" widescreen'.","No.
attribute=brand|||importance=0.05|||values=3M###3M|||similarity=1.00
attribute=type|||importance=0.10|||values=Privacy Filter###Privacy filter|||similarity=1.00
attribute=frame|||importance=0.10|||values=with frame###framed|||similarity=1.00
attribute=weight|||importance=0.10|||values=Lightweight###Lightweight|||similarity=1.00
attribute=screen size|||importance=0.95|||values=20""-23""W###18.1""-20""W|||similarity=0.30
attribute=dimensions|||importance=0.05|||values=30.7 x 48.5###missing|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Brother HL-L8360CDW Laser Printer'. Entity 2: 'Canon PGI-29 Ink Tank Grey 4871B001AA CO68194'.,"No.
attribute=brand|||importance=0.8|||values=Brother###Canon|||similarity=0.00
attribute=model|||importance=0.9|||values=HL-L8360CDW###PGI-29|||similarity=0.00
attribute=product type|||importance=1.0|||values=Laser Printer###Ink Tank|||similarity=0.00
attribute=color|||importance=0.1|||values=missing###Grey|||similarity=0.00
attribute=part number|||importance=0.5|||values=missing###4871B001AA CO68194|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Hydro Flask 21 Oz- Black'. Entity 2: 'Gigabyte GeForce GTX 1650 Super OC'.,"No.
attribute=brand|||importance=0.05|||values=Hydro Flask###Gigabyte|||similarity=0.00
attribute=model|||importance=0.95|||values=21 Oz###GeForce GTX 1650 Super OC|||similarity=0.00
attribute=color|||importance=0.05|||values=Black###missing|||similarity=0.00
attribute=product type|||importance=0.95|||values=Water Bottle###Graphics Card|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'HyperX 8GB (2x4GB) 1600MHz CL10 Fury Blue'. Entity 2: 'HyperX FURY Blue 4GB (1x4GB) 1600MHz DDR3 Memory'.,"No.
attribute=brand|||importance=0.05|||values=HyperX###HyperX|||similarity=1.00
attribute=series|||importance=0.10|||values=Fury###FURY|||similarity=1.00
attribute=color|||importance=0.05|||values=Blue###Blue|||similarity=1.00
attribute=memory size|||importance=0.95|||values=8GB (2x4GB)###4GB (1x4GB)|||similarity=0.50
attribute=memory speed|||importance=0.05|||values=1600MHz###1600MHz|||similarity=1.00
attribute=CAS latency|||importance=0.05|||values=CL10###missing|||similarity=0.00
attribute=memory type|||importance=0.05|||values=missing###DDR3|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'WD BLUE 1TB SN550 NVME M.2 2280 SSD (WDS100T2B0C)'. Entity 2: 'Samsung 1TB SSD 970 EVO NVMe M.2'.,"No.
attribute=brand|||importance=0.50|||values=WD###Samsung|||similarity=0.00
attribute=model|||importance=0.40|||values=BLUE SN550###970 EVO|||similarity=0.00
attribute=storage capacity|||importance=0.05|||values=1TB###1TB|||similarity=1.00
attribute=interface|||importance=0.05|||values=NVMe M.2 2280###NVMe M.2|||similarity=0.80"
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Western Digital My PassPort, 4TB, BLACK3 Years - WDBYFT0040BBK-WESN'. Entity 2: 'Samsung Portable SSD T7 Touch 1TB - Zilver'.","No. 
attribute=brand|||importance=0.05|||values=Western Digital###Samsung|||similarity=0.00
attribute=model|||importance=0.95|||values=My PassPort###Portable SSD T7 Touch|||similarity=0.00
attribute=storage capacity|||importance=0.9|||values=4TB###1TB|||similarity=0.25
attribute=color|||importance=0.1|||values=Black###Zilver|||similarity=0.00
attribute=warranty|||importance=0.05|||values=3 Years###missing|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Crucial 8GB (1x8GB) DDR3 1600MHz SODIMM'. Entity 2: 'Crucial 4GB (1x4GB) 2666MHz DDR4 Memory'.,"No.
attribute=brand|||importance=0.05|||values=Crucial###Crucial|||similarity=1.00
attribute=memory size|||importance=0.90|||values=8GB###4GB|||similarity=0.00
attribute=memory configuration|||importance=0.05|||values=1x8GB###1x4GB|||similarity=0.00
attribute=memory speed|||importance=0.80|||values=1600MHz###2666MHz|||similarity=0.00
attribute=memory type|||importance=0.95|||values=DDR3###DDR4|||similarity=0.00
attribute=form factor|||importance=0.05|||values=SODIMM###missing|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Omega Seamaster Planet Ocean Automatic Chronograph Two-Tone Rubber Watch 215.32.46.51.01.001'. Entity 2: 'Sigma 105mm F1.4 Art DG HSM EOS Mount Lens'.,"No.
attribute=brand|||importance=0.05|||values=Omega###Sigma|||similarity=0.00
attribute=model|||importance=0.95|||values=Seamaster Planet Ocean Automatic Chronograph Two-Tone Rubber Watch 215.32.46.51.01.001###105mm F1.4 Art DG HSM EOS Mount Lens|||similarity=0.00
attribute=type|||importance=0.90|||values=Watch###Lens|||similarity=0.00
attribute=material|||importance=0.05|||values=Rubber###missing|||similarity=0.00
attribute=mount|||importance=0.05|||values=missing###EOS|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Original Epson T1571 Photo Black Ink Cartridge'. Entity 2: 'Epson Ink Cartridge - Matte Black 700ml'.,"No.
attribute=brand|||importance=0.05|||values=Epson###Epson|||similarity=1.00
attribute=type|||importance=0.90|||values=Photo Black Ink Cartridge###Matte Black Ink Cartridge|||similarity=0.00
attribute=capacity|||importance=0.80|||values=missing###700ml|||similarity=0.00
attribute=model|||importance=0.05|||values=T1571###missing|||similarity=0.00"
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Samsung 50\"" 4K UHD HDR QLED Smart TV (QN50Q60TAFXZC)'. Entity 2: 'BenQ SW271 Pro 27in IPS LCD Monitor 4K UHD'.","No.
attribute=brand|||importance=0.50|||values=Samsung###BenQ|||similarity=0.00
attribute=screen size|||importance=0.30|||values=50""###27in|||similarity=0.00
attribute=display technology|||importance=0.40|||values=QLED###IPS LCD|||similarity=0.00
attribute=model|||importance=0.20|||values=QN50Q60TAFXZC###SW271 Pro|||similarity=0.00
attribute=resolution|||importance=0.10|||values=4K UHD###4K UHD|||similarity=1.00
attribute=HDR|||importance=0.10|||values=HDR###missing|||similarity=0.00
attribute=smart TV|||importance=0.10|||values=Smart TV###missing|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Corsair 110R Tempered Glass Mid-Tower ATX Case'. Entity 2: 'Shimano Dura-Ace CS-R9100 11-28T 11sp Cassette'.,"No.
attribute=brand|||importance=0.05|||values=Corsair###Shimano|||similarity=0.00
attribute=model|||importance=0.95|||values=110R Tempered Glass Mid-Tower ATX Case###Dura-Ace CS-R9100 11-28T 11sp Cassette|||similarity=0.00
attribute=product type|||importance=0.90|||values=Computer Case###Bicycle Cassette|||similarity=0.00
attribute=material|||importance=0.05|||values=Tempered Glass###missing|||similarity=0.00
attribute=compatibility|||importance=0.05|||values=ATX Motherboards###11-speed Shimano Drivetrains|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Samsung 970 EVO Plus 2TB SSD'. Entity 2: 'Samsung 970 EVO Plus 250GB SSD'.,"No.
attribute=brand|||importance=0.05|||values=Samsung###Samsung|||similarity=1.00
attribute=model|||importance=0.95|||values=970 EVO Plus###970 EVO Plus|||similarity=1.00
attribute=storage capacity|||importance=0.9|||values=2TB###250GB|||similarity=0.10"
"Do the two entity descriptions refer to the same real-world entity? Entity 1: '3M - Privacy filter framed lightweight 18,1\""\""-20\""\"" widescreen'. Entity 2: '3M - Privacy Filter 23.0\""\"" Framed'.","No.
attribute=brand|||importance=0.05|||values=3M###3M|||similarity=1.00
attribute=product type|||importance=0.90|||values=Privacy filter framed lightweight 18.1""-20"" widescreen###Privacy Filter 23.0"" Framed|||similarity=0.20
attribute=size|||importance=0.95|||values=18.1""-20""###23.0""|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Mavic 2 Part11 Car Charger'. Entity 2: 'DJI Mavic 2 Car Charger'.,"Yes.

attribute=brand|||importance=0.05|||values=missing###DJI|||similarity=0.00
attribute=model|||importance=0.95|||values=Mavic 2 Part11 Car Charger###DJI Mavic 2 Car Charger|||similarity=0.90
attribute=product type|||importance=0.90|||values=Car Charger###Car Charger|||similarity=1.00

Explanation:
- The brand attribute is missing in Entity 1 but present in Entity 2. This does not significantly affect the decision as the model and product type are more critical for this comparison.
- The model attribute shows a high similarity score of 0.90, indicating that both descriptions refer to a car charger for the DJI Mavic 2, with slight differences in naming conventions.
- The product type attribute has a perfect similarity score of 1.00, confirming that both entities are car chargers.

Given the high similarity in the model and product type attributes, it is reasonable to conclude that both descriptions refer to the same real-world entity."
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Johnnie Walker - Blue Label 70cl'. Entity 2: 'Johnnie Walker Blue Label 0,7 ltr.'.","Yes.

attribute=brand|||importance=0.05|||values=Johnnie Walker###Johnnie Walker|||similarity=1.00
attribute=label|||importance=0.90|||values=Blue Label###Blue Label|||similarity=1.00
attribute=volume|||importance=0.95|||values=70cl###0,7 ltr.|||similarity=1.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Jabra EVOLVE 80 MS Stereo (7899-823-109)'. Entity 2: 'Jabra Evolve 80 UC stereo SKype for Business'.,"Yes.
attribute=brand|||importance=0.05|||values=Jabra###Jabra|||similarity=1.00
attribute=model|||importance=0.95|||values=EVOLVE 80 MS Stereo (7899-823-109)###Evolve 80 UC stereo|||similarity=0.85
attribute=compatibility|||importance=0.50|||values=MS###Skype for Business|||similarity=0.75
attribute=type|||importance=0.10|||values=Stereo|||Stereo|||similarity=1.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Ubiquiti UniFi Video Camera G4 Pro (UVC-G4-PRO)'. Entity 2: 'Ubiquiti UniFi Protect G4-PRO Camera'.,"Yes.

attribute=brand|||importance=0.05|||values=Ubiquiti###Ubiquiti|||similarity=1.00
attribute=product line|||importance=0.90|||values=UniFi Video Camera###UniFi Protect|||similarity=0.80
attribute=model|||importance=0.95|||values=G4 Pro (UVC-G4-PRO)###G4-PRO|||similarity=0.95
attribute=product type|||importance=0.05|||values=Camera###Camera|||similarity=1.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'ASUS ROG STRIX B550-E GAMING Presa AM4 ATX AMD B550'. Entity 2: 'HPE 300GB SERVER SMART MEMORY 6G 15K SAS 2.5 652611-B21'.,"No.
attribute=brand|||importance=0.50|||values=ASUS###HPE|||similarity=0.00
attribute=model|||importance=0.30|||values=ROG STRIX B550-E GAMING###652611-B21|||similarity=0.00
attribute=type|||importance=0.70|||values=Motherboard###Server Memory|||similarity=0.00
attribute=socket|||importance=0.20|||values=AM4###missing|||similarity=0.00
attribute=chipset|||importance=0.20|||values=AMD B550###missing|||similarity=0.00
attribute=storage capacity|||importance=0.10|||values=missing###300GB|||similarity=0.00
attribute=interface|||importance=0.10|||values=missing###SAS|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Elixir Phosphor Acoustic Strings - Extra Light'. Entity 2: 'PG-730 7-Speed Cassette'.,"No.
attribute=product type|||importance=1.00|||values=Acoustic Strings###Cassette|||similarity=0.00
attribute=brand|||importance=0.05|||values=Elixir###missing|||similarity=0.00
attribute=model|||importance=0.05|||values=Phosphor###PG-730|||similarity=0.00
attribute=specification|||importance=0.05|||values=Extra Light###7-Speed|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Manfrotto MVK500AM Fluid Video Head With Lightweight Telescopic Legs'. Entity 2: 'Manfrotto XPRO Fluid Tripod Head with Fluidity Selector'.,"No.
attribute=brand|||importance=0.05|||values=Manfrotto###Manfrotto|||similarity=1.00
attribute=model|||importance=0.95|||values=MVK500AM###XPRO|||similarity=0.00
attribute=type|||importance=0.90|||values=Fluid Video Head With Lightweight Telescopic Legs###Fluid Tripod Head with Fluidity Selector|||similarity=0.30"
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Lant Shimano CN-HG601-11, 11 Viteze'. Entity 2: 'Shimano CN-HG601 105 5800 / SLX M7000 Chain With Quick Link 11-Speed - 116 Links, SIL-TEC'.","Yes.

attribute=brand|||importance=0.8|||values=Shimano###Shimano|||similarity=1.00
attribute=model|||importance=0.9|||values=CN-HG601-11###CN-HG601|||similarity=0.95
attribute=speed|||importance=0.7|||values=11 Viteze###11-Speed|||similarity=1.00
attribute=links|||importance=0.5|||values=missing###116 Links|||similarity=0.00
attribute=technology|||importance=0.3|||values=missing###SIL-TEC|||similarity=0.00
attribute=series|||importance=0.4|||values=missing###105 5800 / SLX M7000|||similarity=0.00
attribute=quick link|||importance=0.2|||values=missing###With Quick Link|||similarity=0.00

The two descriptions refer to the same real-world entity, as the key attributes such as brand, model, and speed match closely. The differences in additional details like the number of links, technology, series, and quick link do not significantly affect the core identification of the product."
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'SHIMANO RS500 SPD-SL road pedals'. Entity 2: 'Shimano Pedal PD-RS500 SL Black'.,"Yes.

attribute=brand|||importance=0.05|||values=SHIMANO###Shimano|||similarity=1.00
attribute=model|||importance=0.95|||values=RS500 SPD-SL###PD-RS500 SL|||similarity=0.90
attribute=color|||importance=0.05|||values=missing###Black|||similarity=0.00
attribute=type|||importance=0.95|||values=road pedals###Pedal|||similarity=1.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Mens Daniel Wellington St Mawes 40mm Watch DW00100006'. Entity 2: 'Daniel Wellington - Classic St Mawes Rose Gold - 40mm'.,"Yes.

attribute=brand|||importance=0.05|||values=Daniel Wellington###Daniel Wellington|||similarity=1.00
attribute=model|||importance=0.95|||values=Mens Daniel Wellington St Mawes 40mm Watch DW00100006###Daniel Wellington - Classic St Mawes Rose Gold - 40mm|||similarity=0.85
attribute=color|||importance=0.05|||values=missing###Rose Gold|||similarity=0.00
attribute=size|||importance=0.05|||values=40mm###40mm|||similarity=1.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Canon EF-S 10-18/4.5-5.6 IS STM'. Entity 2: 'Canon EF-S 55-250 f4-5.6 IS STM'.,"No.
attribute=brand|||importance=0.05|||values=Canon###Canon|||similarity=1.00
attribute=mount type|||importance=0.20|||values=EF-S###EF-S|||similarity=1.00
attribute=focal length|||importance=0.95|||values=10-18mm###55-250mm|||similarity=0.00
attribute=aperture|||importance=0.50|||values=f/4.5-5.6###f/4-5.6|||similarity=0.90
attribute=image stabilization|||importance=0.10|||values=IS###IS|||similarity=1.00
attribute=focus motor|||importance=0.10|||values=STM###STM|||similarity=1.00

The two entities refer to different real-world products. The most significant attribute, focal length, shows a clear difference, indicating they are different lenses."
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Gigabyte Radeon RX 5500 XT OC 4GB GDDR6'. Entity 2: 'Gigabyte AMD Radeon RX 5500 XT OC 8GB GDDR6 RDNA PCIe 4.0 Graphics Card'.,"No.
attribute=brand|||importance=0.05|||values=Gigabyte###Gigabyte|||similarity=1.00
attribute=GPU model|||importance=0.95|||values=Radeon RX 5500 XT###Radeon RX 5500 XT|||similarity=1.00
attribute=memory size|||importance=0.9|||values=4GB###8GB|||similarity=0.00
attribute=memory type|||importance=0.05|||values=GDDR6###GDDR6|||similarity=1.00
attribute=architecture|||importance=0.05|||values=missing###RDNA|||similarity=0.00
attribute=interface|||importance=0.05|||values=missing###PCIe 4.0|||similarity=0.00"
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Genuine Epson C13T616400 Yellow Ink Cartridge (T6164YOEM)'. Entity 2: 'Epson Tinte T6164 Yellow, 53 ml'.","Yes.

attribute=brand|||importance=0.05|||values=Epson###Epson|||similarity=1.00
attribute=model|||importance=0.95|||values=C13T616400###T6164|||similarity=0.90
attribute=color|||importance=0.05|||values=Yellow###Yellow|||similarity=1.00
attribute=capacity|||importance=0.05|||values=missing###53 ml|||similarity=0.00"
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Swiss Military Hanowa Flagship 06-5161.2.04.007'. Entity 2: 'Asus ROG Strix X570-F GAMING Motherboard,DDR4, 3x PCIe x16, SATA III RAID, USB 3.2, GLAN, M.2, DisplayPort, HDMI, 8ch audio, ATX, scAM4, Ryzen | 90MB1160-M0EAY0'.","No.
attribute=brand|||importance=0.05|||values=Swiss Military Hanowa###Asus|||similarity=0.00
attribute=model|||importance=0.95|||values=Flagship 06-5161.2.04.007###ROG Strix X570-F GAMING|||similarity=0.00
attribute=product type|||importance=1.00|||values=Watch###Motherboard|||similarity=0.00
attribute=RAM type|||importance=0.10|||values=missing###DDR4|||similarity=0.00
attribute=PCIe slots|||importance=0.10|||values=missing###3x PCIe x16|||similarity=0.00
attribute=storage interface|||importance=0.10|||values=missing###SATA III RAID|||similarity=0.00
attribute=USB version|||importance=0.05|||values=missing###USB 3.2|||similarity=0.00
attribute=network interface|||importance=0.05|||values=missing###GLAN|||similarity=0.00
attribute=storage slots|||importance=0.05|||values=missing###M.2|||similarity=0.00
attribute=video output|||importance=0.05|||values=missing###DisplayPort, HDMI|||similarity=0.00
attribute=audio|||importance=0.05|||values=missing###8ch"
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Corsair 110R Tempered Glass Black ATX Case, Tempered Glass Side Window, No PSU, 2x USB 3.1, HD Audio, 120mm Fan pre-installed'. Entity 2: 'Blaze 2 Burner Professional Built-In Propane Gas Outdoor Grill, BLZ-2PRO-LP'.","No.
attribute=product type|||importance=1.00|||values=ATX Case###Outdoor Grill|||similarity=0.00
attribute=brand|||importance=0.05|||values=Corsair###Blaze|||similarity=0.00
attribute=model|||importance=0.95|||values=110R###BLZ-2PRO-LP|||similarity=0.00
attribute=color|||importance=0.10|||values=Black###missing|||similarity=0.00
attribute=material|||importance=0.10|||values=Tempered Glass###missing|||similarity=0.00
attribute=connectivity|||importance=0.05|||values=2x USB 3.1, HD Audio###missing|||similarity=0.00
attribute=fan|||importance=0.05|||values=120mm Fan pre-installed###missing|||similarity=0.00"
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Access Point|TP-LINK|300 Mbps|IEEE 802.3af|IEEE 802.11b|IEEE 802.11g|IEEE 802.11n|1xRJ45|Number of antennas 2|EAP115'. Entity 2: 'Seagate 2TB FireCuda 3.5"" SATA 6Gb/s SSHD'.","No.
attribute=brand|||importance=0.05|||values=TP-LINK###Seagate|||similarity=0.00
attribute=type|||importance=0.90|||values=Access Point###SSHD|||similarity=0.00
attribute=model|||importance=0.05|||values=EAP115###FireCuda|||similarity=0.00
attribute=storage capacity|||importance=0.05|||values=missing###2TB|||similarity=0.00
attribute=network standards|||importance=0.05|||values=IEEE 802.3af, IEEE 802.11b, IEEE 802.11g, IEEE 802.11n###missing|||similarity=0.00
attribute=interface|||importance=0.05|||values=1xRJ45###SATA 6Gb/s|||similarity=0.00
attribute=number of antennas|||importance=0.05|||values=2###missing|||similarity=0.00"
