prompt,completion
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'HyperX FURY - DDR3 - 8 GB: 2 x 4 GB - DIMM 240-pin - unbuffered'. Entity 2: 'Brother HL-L6200DW Business Laser Printer'.,"No.
attribute=brand|||importance=0.05|||values=HyperX###Brother|||similarity=0.00
attribute=type|||importance=0.95|||values=RAM###Printer|||similarity=0.00
attribute=model|||importance=0.90|||values=FURY###HL-L6200DW|||similarity=0.00
attribute=storage capacity|||importance=0.80|||values=8 GB###missing|||similarity=0.00
attribute=buffered|||importance=0.70|||values=unbuffered###missing|||similarity=0.00
attribute=pin|||importance=0.60|||values=240-pin###missing|||similarity=0.00
attribute=color|||importance=0.50|||values=missing###Business|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Traveler's Notebook Starter Kit (Passport Size) - Blue'. Entity 2: 'Manfrotto XPRO Fluid Tripod Head with Fluidity Selector'.,"No.
attribute=product type|||importance=1.00|||values=Traveler's Notebook Starter Kit###Tripod Head|||similarity=0.00
attribute=size|||importance=0.50|||values=Passport Size###missing|||similarity=0.00
attribute=color|||importance=0.10|||values=Blue###missing|||similarity=0.00
attribute=brand|||importance=0.05|||values=missing###Manfrotto|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'DJI Mavic Pro automobilinis įkroviklis / Car Charger'. Entity 2: 'DJI Mavic Air Car Charger'.,"No.
attribute=brand|||importance=0.05|||values=DJI###DJI|||similarity=1.00
attribute=model|||importance=-0.95|||values=Mavic Pro###Mavic Air|||similarity=0.20
attribute=product type|||importance=0.8|||values=Automobilinis įkroviklis###Car Charger|||similarity=0.90"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'APC RBC140 Replacement Battery Cartridge'. Entity 2: 'APC (APCRBC110) REPLACEMENT BATTERY CATRIDGE #110'.,"No.
attribute=brand|||importance=0.05|||values=APC###APC|||similarity=1.00
attribute=model|||importance=-0.95|||values=RBC140###APCRBC110|||similarity=0.20
attribute=storage capacity|||importance=0.00|||values=missing###110|||similarity=0.00
attribute=color|||importance=0.00|||values=missing###missing|||similarity=0.00"
"Do the two entity descriptions refer to the same real-world entity? Entity 1: '3M - Lightweight 300 Privacy Filter PF322WSkjermfilter mot innsyn, m/ramme 20\""-23\""W (30,7 x 48,5)'. Entity 2: '3M - Privacy filter framed lightweight 18,1\""\""-20\""\"" widescreen'.","No.
attribute=storage capacity|||importance=0.9|||values=4TB###1TB|||similarity=0.25
attribute=missing|||importance=0.05|||values=missing###USB version|||similarity=0.00
attribute=color|||importance=0.1|||values=Black###Black|||similarity=1.00
attribute=product type|||importance=0.05|||values=Portable External Hard Drive###missing|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Brother HL-L8360CDW Laser Printer'. Entity 2: 'Canon PGI-29 Ink Tank Grey 4871B001AA CO68194'.,"No.
attribute=product type|||importance=0.95|||values=Laser Printer###Ink Tank|||similarity=0.00
attribute=brand|||importance=0.05|||values=Brother###Canon|||similarity=0.00
attribute=model|||importance=0.95|||values=HL-L8360CDW###PGI-29|||similarity=0.00
attribute=color|||importance=0.1|||values=missing###Grey|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Hydro Flask 21 Oz- Black'. Entity 2: 'Gigabyte GeForce GTX 1650 Super OC'.,"No.
attribute=brand|||importance=0.05|||values=Hydro Flask###Gigabyte|||similarity=0.00
attribute=model|||importance=-0.95|||values=21 Oz###GeForce GTX 1650 Super OC|||similarity=0.00
attribute=color|||importance=0.00|||values=Black###missing|||similarity=0.00
attribute=type|||importance=0.90|||values=Water Bottle###Graphics Card|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'HyperX 8GB (2x4GB) 1600MHz CL10 Fury Blue'. Entity 2: 'HyperX FURY Blue 4GB (1x4GB) 1600MHz DDR3 Memory'.,"No.
attribute=storage capacity|||importance=0.9|||values=4TB###1TB|||similarity=0.25
attribute=missing|||importance=-0.05|||values=missing###WDBYFT0040BBK-WESN|||similarity=0.00
attribute=color|||importance=0.1|||values=Black###Black|||similarity=1.00
attribute=USB version|||importance=0.05|||values=USB 3.0###USB 3.0|||similarity=1.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'WD BLUE 1TB SN550 NVME M.2 2280 SSD (WDS100T2B0C)'. Entity 2: 'Samsung 1TB SSD 970 EVO NVMe M.2'.,"No.
attribute=brand|||importance=0.05|||values=Western Digital###Western Digital|||similarity=1.00
attribute=model|||importance=0.95|||values=My Passport###My Passport|||similarity=1.00
attribute=storage capacity|||importance=0.9|||values=4TB###1TB|||similarity=0.25
attribute=color|||importance=0.1|||values=Black###Black|||similarity=1.00
attribute=USB version|||importance=0.05|||values=USB 3.0###USB 3.0|||similarity=1.00"
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Western Digital My PassPort, 4TB, BLACK3 Years - WDBYFT0040BBK-WESN'. Entity 2: 'Samsung Portable SSD T7 Touch 1TB - Zilver'.","No.
attribute=brand|||importance=0.05|||values=Western Digital###Western Digital|||similarity=1.00
attribute=model|||importance=0.95|||values=My Passport###My Passport|||similarity=1.00
attribute=storage capacity|||importance=0.9|||values=4TB###1TB|||similarity=0.25
attribute=color|||importance=0.1|||values=Black###Black|||similarity=1.00
attribute=USB version|||importance=0.05|||values=USB 3.0###USB 3.0|||similarity=1.00
attribute=product code|||importance=0.05|||values=WDBYFT0040BBK-WESN###missing|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Crucial 8GB (1x8GB) DDR3 1600MHz SODIMM'. Entity 2: 'Crucial 4GB (1x4GB) 2666MHz DDR4 Memory'.,"No.
attribute=storage capacity|||importance=0.9|||values=4TB###1TB|||similarity=0.25
attribute=USB version|||importance=0.05|||values=missing###USB 3.0|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Omega Seamaster Planet Ocean Automatic Chronograph Two-Tone Rubber Watch 215.32.46.51.01.001'. Entity 2: 'Sigma 105mm F1.4 Art DG HSM EOS Mount Lens'.,"No.
attribute=product type|||importance=1.00|||values=Watch###Camera Lens|||similarity=0.00
attribute=brand|||importance=0.05|||values=Omega###Sigma|||similarity=0.00
attribute=model|||importance=-0.95|||values=Seamaster Planet Ocean Automatic Chronograph Two-Tone Rubber Watch 215.32.46.51.01.001###105mm F1.4 Art DG HSM|||similarity=0.00
attribute=mount type|||importance=0.05|||values=missing###EOS Mount|||similarity=0.00
attribute=color|||importance=0.00|||values=Two-Tone###missing|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Original Epson T1571 Photo Black Ink Cartridge'. Entity 2: 'Epson Ink Cartridge - Matte Black 700ml'.,"No.
attribute=product type|||importance=0.95|||values=Ink Cartridge###Ink Cartridge|||similarity=1.00
attribute=color|||importance=0.05|||values=Photo Black###Matte Black|||similarity=0.50
attribute=capacity|||importance=0.05|||values=missing###700ml|||similarity=0.00
attribute=model|||importance=0.90|||values=T1571###missing|||similarity=0.00"
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Samsung 50\"" 4K UHD HDR QLED Smart TV (QN50Q60TAFXZC)'. Entity 2: 'BenQ SW271 Pro 27in IPS LCD Monitor 4K UHD'.","No.
attribute=brand|||importance=0.05|||values=Samsung###BenQ|||similarity=0.00
attribute=product type|||importance=0.95|||values=TV###Monitor|||similarity=0.00
attribute=screen size|||importance=0.8|||values=50""###27""|||similarity=0.00
attribute=resolution|||importance=0.7|||values=4K UHD###4K UHD|||similarity=1.00
attribute=HDR|||importance=0.6|||values=HDR###missing|||similarity=0.00
attribute=smart TV|||importance=0.6|||values=Smart TV###missing|||similarity=0.00
attribute=model|||importance=0.4|||values=QN50Q60TAFXZC###SW271 Pro|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Corsair 110R Tempered Glass Mid-Tower ATX Case'. Entity 2: 'Shimano Dura-Ace CS-R9100 11-28T 11sp Cassette'.,"No.
attribute=brand|||importance=0.05|||values=missing###Shimano|||similarity=0.00
attribute=model|||importance=0.95|||values=Corsair 110R###Dura-Ace CS-R9100|||similarity=0.00
attribute=type|||importance=0.9|||values=Mid-Tower ATX Case###Cassette|||similarity=0.00
attribute=storage capacity|||importance=0.05|||values=missing###11-28T|||similarity=0.00
attribute=speed|||importance=0.05|||values=missing###11sp|||similarity=0.00
attribute=color|||importance=0.1|||values=Tempered Glass###missing|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Samsung 970 EVO Plus 2TB SSD'. Entity 2: 'Samsung 970 EVO Plus 250GB SSD'.,"No.
attribute=storage capacity|||importance=0.9|||values=2TB###250GB|||similarity=0.25
attribute=type|||importance=0.8|||values=SSD###SSD|||similarity=1.00
attribute=brand|||importance=0.05|||values=Samsung###Samsung|||similarity=1.00
attribute=model|||importance=-0.95|||values=970 EVO Plus###970 EVO Plus|||similarity=1.00
attribute=capacity|||importance=0.9|||values=2TB###250GB|||similarity=0.25
attribute=missing|||importance=0.0|||values=missing###missing|||similarity=0.00"
"Do the two entity descriptions refer to the same real-world entity? Entity 1: '3M - Privacy filter framed lightweight 18,1\""\""-20\""\"" widescreen'. Entity 2: '3M - Privacy Filter 23.0\""\"" Framed'.","No.
attribute=storage capacity|||importance=0.9|||values=4TB###1TB|||similarity=0.25
attribute=USB version|||importance=0.05|||values=missing###USB 3.0|||similarity=0.00
attribute=color|||importance=0.1|||values=missing###Black|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Mavic 2 Part11 Car Charger'. Entity 2: 'DJI Mavic 2 Car Charger'.,"No.
attribute=brand|||importance=0.05|||values=missing###DJI|||similarity=0.00
attribute=model|||importance=0.95|||values=Mavic 2 Part11###Mavic 2|||similarity=0.80
attribute=type|||importance=0.05|||values=Car Charger###Car Charger|||similarity=1.00
attribute=brand|||importance=0.05|||values=Logitech###DJI|||similarity=0.00"
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Johnnie Walker - Blue Label 70cl'. Entity 2: 'Johnnie Walker Blue Label 0,7 ltr.'.","No.
attribute=brand|||importance=0.05|||values=Johnnie Walker###Johnnie Walker|||similarity=1.00
attribute=model|||importance=0.95|||values=Blue Label###Blue Label|||similarity=1.00
attribute=volume|||importance=0.9|||values=70cl###0.7 ltr.|||similarity=0.90"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Jabra EVOLVE 80 MS Stereo (7899-823-109)'. Entity 2: 'Jabra Evolve 80 UC stereo SKype for Business'.,"No.
attribute=brand|||importance=0.05|||values=Jabra###Jabra|||similarity=1.00
attribute=model|||importance=-0.95|||values=EVOLVE 80 MS Stereo###Evolve 80 UC stereo|||similarity=0.20
attribute=product type|||importance=-0.90|||values=Headset###Headset|||similarity=1.00
attribute=compatibility|||importance=0.80|||values=MS###UC|||similarity=0.00
attribute=Skype for Business|||importance=0.70|||values=missing###Skype for Business|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Ubiquiti UniFi Video Camera G4 Pro (UVC-G4-PRO)'. Entity 2: 'Ubiquiti UniFi Protect G4-PRO Camera'.,"No.
attribute=brand|||importance=0.05|||values=Ubiquiti###Ubiquiti|||similarity=1.00
attribute=model|||importance=-0.95|||values=UVC-G4-PRO###UVC-G4-PRO|||similarity=1.00
attribute=product line|||importance=-0.9|||values=UniFi Video Camera G4 Pro###UniFi Protect G4-PRO|||similarity=0.20
attribute=model type|||importance=-0.8|||values=Camera###Camera|||similarity=1.00
attribute=storage capacity|||importance=0.05|||values=missing###missing|||similarity=0.00
attribute=connectivity|||importance=0.05|||values=missing###missing|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'ASUS ROG STRIX B550-E GAMING Presa AM4 ATX AMD B550'. Entity 2: 'HPE 300GB SERVER SMART MEMORY 6G 15K SAS 2.5 652611-B21'.,"No.
attribute=brand|||importance=0.05|||values=missing###HPE|||similarity=0.00
attribute=model|||importance=0.95|||values=ROG STRIX B550-E GAMING###missing|||similarity=0.00
attribute=form factor|||importance=0.05|||values=AM4 ATX###missing|||similarity=0.00
attribute=interface|||importance=0.05|||values=missing###SAS|||similarity=0.00
attribute=storage capacity|||importance=0.9|||values=missing###300GB|||similarity=0.00
attribute=rotation speed|||importance=0.05|||values=missing###15K|||similarity=0.00
attribute=interface speed|||importance=0.05|||values=missing###6G|||similarity=0.00
attribute=interface type|||importance=0.05|||values=missing###SAS|||similarity=0.00
attribute=storage type|||importance=0.05|||values=missing###Server Smart Memory|||similarity=0.00
attribute=product type|||importance=0.05|||values=Gaming Motherboard###Server Memory|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Elixir Phosphor Acoustic Strings - Extra Light'. Entity 2: 'PG-730 7-Speed Cassette'.,"No.
attribute=product type|||importance=1.00|||values=Phosphor Acoustic Strings###7-Speed Cassette|||similarity=0.00
attribute=brand|||importance=0.05|||values=Elixir###missing|||similarity=0.00
attribute=model|||importance=-0.95|||values=Extra Light###PG-730|||similarity=0.00
attribute=string type|||importance=0.05|||values=Phosphor Acoustic Strings###missing|||similarity=0.00
attribute=lightness|||importance=0.05|||values=Extra Light###missing|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Manfrotto MVK500AM Fluid Video Head With Lightweight Telescopic Legs'. Entity 2: 'Manfrotto XPRO Fluid Tripod Head with Fluidity Selector'.,"No.
attribute=brand|||importance=0.05|||values=Manfrotto###Manfrotto|||similarity=1.00
attribute=model|||importance=0.95|||values=MVK500AM###XPRO|||similarity=0.00
attribute=type|||importance=0.8|||values=Fluid Video Head###Fluid Tripod Head|||similarity=0.50
attribute=legs|||importance=0.7|||values=Lightweight Telescopic Legs###missing|||similarity=0.00
attribute=fluidity|||importance=0.6|||values=Fluid###Fluidity Selector|||similarity=0.50"
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Lant Shimano CN-HG601-11, 11 Viteze'. Entity 2: 'Shimano CN-HG601 105 5800 / SLX M7000 Chain With Quick Link 11-Speed - 116 Links, SIL-TEC'.","No.
attribute=product type|||importance=0.95|||values=Chain###Chain|||similarity=1.00
attribute=brand|||importance=0.05|||values=Shimano###Shimano|||similarity=1.00
attribute=model|||importance=0.95|||values=CN-HG601-11###CN-HG601|||similarity=0.90
attribute=type|||importance=0.05|||values=11 Viteze###11-Speed|||similarity=0.80
attribute=type|||importance=0.05|||values=missing###Quick Link|||similarity=0.00
attribute=links|||importance=0.05|||values=missing###116 Links|||similarity=0.00
attribute=coating|||importance=0.05|||values=missing###SIL-TEC|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'SHIMANO RS500 SPD-SL road pedals'. Entity 2: 'Shimano Pedal PD-RS500 SL Black'.,"No.
attribute=brand|||importance=0.05|||values=SHIMANO###Shimano|||similarity=1.00
attribute=model|||importance=-0.95|||values=RS500###PD-RS500|||similarity=0.80
attribute=type|||importance=0.05|||values=road pedals###Pedal|||similarity=0.80
attribute=color|||importance=0.00|||values=missing###Black|||similarity=0.00
attribute=type of pedal|||importance=0.05|||values=SPD-SL###SL|||similarity=0.80"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Mens Daniel Wellington St Mawes 40mm Watch DW00100006'. Entity 2: 'Daniel Wellington - Classic St Mawes Rose Gold - 40mm'.,"No.
attribute=brand|||importance=0.05|||values=Daniel Wellington###Daniel Wellington|||similarity=1.00
attribute=model|||importance=0.95|||values=St Mawes 40mm###Classic St Mawes|||similarity=0.80
attribute=color|||importance=0.1|||values=missing###Rose Gold|||similarity=0.00
attribute=gender|||importance=0.05|||values=Mens###missing|||similarity=0.00
attribute=size|||importance=0.05|||values=40mm###40mm|||similarity=1.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Canon EF-S 10-18/4.5-5.6 IS STM'. Entity 2: 'Canon EF-S 55-250 f4-5.6 IS STM'.,"No.
attribute=brand|||importance=0.05|||values=Canon###Canon|||similarity=1.00
attribute=lens type|||importance=0.95|||values=EF-S###EF-S|||similarity=1.00
attribute=focal length|||importance=0.9|||values=10-18/4.5-5.6###55-250/4-5.6|||similarity=0.25
attribute=stabilization|||importance=0.05|||values=IS###IS|||similarity=1.00
attribute=optical zoom|||importance=0.05|||values=missing###5x|||similarity=0.00
attribute=image stabilization type|||importance=0.05|||values=missing###STM|||similarity=0.00"
Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Gigabyte Radeon RX 5500 XT OC 4GB GDDR6'. Entity 2: 'Gigabyte AMD Radeon RX 5500 XT OC 8GB GDDR6 RDNA PCIe 4.0 Graphics Card'.,"No.
attribute=brand|||importance=0.05|||values=Gigabyte###Gigabyte|||similarity=1.00
attribute=model|||importance=0.95|||values=RX 5500 XT OC 4GB GDDR6###RX 5500 XT OC 8GB GDDR6 RDNA PCIe 4.0|||similarity=0.20
attribute=memory|||importance=0.9|||values=4GB###8GB|||similarity=0.25
attribute=memory type|||importance=0.05|||values=GDDR6###GDDR6|||similarity=1.00
attribute=interface|||importance=0.05|||values=missing###PCIe 4.0|||similarity=0.00"
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Genuine Epson C13T616400 Yellow Ink Cartridge (T6164YOEM)'. Entity 2: 'Epson Tinte T6164 Yellow, 53 ml'.","No.
attribute=brand|||importance=0.05|||values=Genuine Epson###Epson|||similarity=1.00
attribute=model|||importance=0.95|||values=C13T616400###T6164|||similarity=0.80
attribute=color|||importance=0.1|||values=Yellow###Yellow|||similarity=1.00
attribute=volume|||importance=0.9|||values=missing###53 ml|||similarity=0.00"
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Swiss Military Hanowa Flagship 06-5161.2.04.007'. Entity 2: 'Asus ROG Strix X570-F GAMING Motherboard,DDR4, 3x PCIe x16, SATA III RAID, USB 3.2, GLAN, M.2, DisplayPort, HDMI, 8ch audio, ATX, scAM4, Ryzen | 90MB1160-M0EAY0'.","No.
attribute=brand|||importance=0.05|||values=missing###Asus|||similarity=0.00
attribute=model|||importance=0.95|||values=Swiss Military Hanowa Flagship 06-5161.2.04.007###ROG Strix X570-F GAMING|||similarity=0.00
attribute=type|||importance=1.00|||values=Watch###Motherboard|||similarity=0.00
attribute=storage capacity|||importance=0.00|||values=missing###DDR4|||similarity=0.00
attribute=ports|||importance=0.00|||values=missing###3x PCIe x16, SATA III RAID, USB 3.2, GLAN, M.2, DisplayPort, HDMI, 8ch audio|||similarity=0.00
attribute=form factor|||importance=0.00|||values=missing###ATX|||similarity=0.00"
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Corsair 110R Tempered Glass Black ATX Case, Tempered Glass Side Window, No PSU, 2x USB 3.1, HD Audio, 120mm Fan pre-installed'. Entity 2: 'Blaze 2 Burner Professional Built-In Propane Gas Outdoor Grill, BLZ-2PRO-LP'.","No.
attribute=brand|||importance=0.05|||values=Corsair###missing|||similarity=0.00
attribute=model|||importance=0.95|||values=110R###Blaze 2|||similarity=0.00
attribute=type|||importance=0.9|||values=ATX Case###Outdoor Grill|||similarity=0.00
attribute=material|||importance=0.05|||values=Tempered Glass###missing|||similarity=0.00
attribute=features|||importance=0.8|||values=2x USB 3.1, HD Audio, 120mm Fan|||2 Burner, Propane Gas|||similarity=0.00
attribute=color|||importance=0.1|||values=Black###missing|||similarity=0.00"
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'Access Point|TP-LINK|300 Mbps|IEEE 802.3af|IEEE 802.11b|IEEE 802.11g|IEEE 802.11n|1xRJ45|Number of antennas 2|EAP115'. Entity 2: 'Seagate 2TB FireCuda 3.5"" SATA 6Gb/s SSHD'.","No.
attribute=brand|||importance=0.05|||values=missing###Western Digital|||similarity=0.00
attribute=model|||importance=0.95|||values=My Passport###My Passport|||similarity=1.00
attribute=storage capacity|||importance=0.9|||values=4TB###1TB|||similarity=0.25
attribute=color|||importance=0.1|||values=Black###Black|||similarity=1.00
attribute=USB version|||importance=0.05|||values=USB 3.0###USB 3.0|||similarity=1.00
attribute=product type|||importance=0.8|||values=Portable External Hard Drive###Portable External Hard Drive|||similarity=1.00"
"Do the two entity descriptions refer to the same real-world entity? Entity 1: 'RAM Triple 1\"" Ball Adapter - RAM-B-289U'. Entity 2: 'RAM Motorcycle Fork Stem Base w 1\"" Ball (RAM-B-342U)'.","No.
attribute=product type|||importance=0.9|||values=Ball Adapter###Motorcycle Fork Stem Base|||similarity=0.00
attribute=mounting type|||importance=0.8|||values=1"" Ball###1"" Ball|||similarity=1.00
attribute=model|||importance=0.7|||values=RAM-B-289U###RAM-B-342U|||similarity=0.00
attribute=application|||importance=0.6|||values=RAM Triple###Motorcycle|||similarity=0.00"
