prompt,completion
"Do the two product descriptions refer to the same real-world product? Entity 1: 'enterprise objects framework , a second generation object-relational enabler; charly kleissner; sigmod conference; 1995'. Entity 2: 'enterprise objects framework : a second generation object-relational enabler; charly kleissner; international conference on management of data; 1995'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'effective timestamping in databases; christian s. jensen , kristian torp , richard t. snodgrass; vldb j.; 2000'. Entity 2: 'priority assignment in real-time active databases; rajendran m. sivasankaran , john a. stankovic , don towsley , bhaskar purimetla , krithi ramamritham; the vldb journal -- the international journal on very large data bases; 1996'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'lambda-db : an odmg-based object-oriented dbms; arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan; sigmod conference; 2000'. Entity 2: 'odmg-93 : a standard for object-oriented dbmss; r. g. g. cattell; international conference on management of data; 1994'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'compressing sql workloads; surajit chaudhuri , ashish kumar gupta , vivek r. narasayya; sigmod conference; 2002'. Entity 2: 'compressing sql workloads; surajit chaudhuri , ashish kumar gupta , vivek narasayya; international conference on management of data; 2002'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'the algres testbed of chimera : an active object-oriented database system; giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali; sigmod conference; 1995'. Entity 2: 'the trigs active object-oriented database system - an overview; g. kappel , w. retschitzegger; acm sigmod record; 1998'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'on wrapping query languages and efficient xml integration; jérôme siméon , vassilis christophides , sophie cluet; sigmod conference; 2000'. Entity 2: 'on wrapping query languages and efficient xml integration; vassilis christophides , sophie cluet , j &#233; r &#466; me sim &#232; on; international conference on management of data; 2000'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'document management as a database problem; rudolf bayer; vldb; 1995'. Entity 2: 'is web-site management a database problem ?; daniela florescu , alon y. levy , dan suciu; very large data bases; 1998'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'index nesting - an efficient approach to indexing in object-oriented databases; jiawei han , beng chin ooi , hongjun lu , kian-lee tan; vldb j.; 1996'. Entity 2: 'converting relational to object-oriented databases; joseph fong; acm sigmod record; 1997'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'controlling data warehouses with knowledge networks; jan-dirk becker , matthias jarke , andreas boehmer , elvira schaefer; vldb; 2000'. Entity 2: 'controlling data warehouses with knowledge networks; elvira schaefer , jan-dirk becker , andreas boehmer , matthias jarke; very large data bases; 2000'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'temporal database system implementations; michael h. böhlen; sigmod record; 1995'. Entity 2: 'temporal conditions and integrity constraints in active database systems; a. prasad sistla , ouri wolfson; international conference on management of data; 1995'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'ansi sql hierarchical processing can fully integrate native xml; michael m. david; sigmod record; 2003'. Entity 2: 'ansi sql hierarchical processing can fully integrate native xml; michael m. david; acm sigmod record; 2003'.,Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'warping indexes with envelope transforms for query by humming; dennis shasha , yunyue zhu; sigmod conference; 2003'. Entity 2: 'warping indexes with envelope transforms for query by humming; yunyue zhu , dennis shasha; international conference on management of data; 2003'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'reminiscences on influential papers; theodore johnson , amr el abbadi , richard t. snodgrass , kenneth a. ross; sigmod record; 2002'. Entity 2: 'influential papers; ken ross; acm sigmod record; 2002'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'database research at ut arlington; sharma chakravarthy , y. alp aslandogan , ramez elmasri , leonidas fegaras , jung-hwan oh; sigmod record; 2003'. Entity 2: 'database research at arizona state university; susan d. urban , suzanne w. dietrich , forouzan golshani; acm sigmod record; 1996'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'lore : a database management system for semistructured data; roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh; sigmod record; 1997'. Entity 2: 'dwms : data warehouse management system; narendra mohan; very large data bases; 1996'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'discover : keyword search in relational databases; vagelis hristidis , yannis papakonstantinou; vldb; 2002'. Entity 2: 'converting relational to object-oriented databases; joseph fong; acm sigmod record; 1997'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'incremental computation and maintenance of temporal aggregates; jun yang , jennifer widom; vldb j.; 2003'. Entity 2: 'incremental maintenance of recursive views using relational calculus/sql; guozhu dong , jianwen su; acm sigmod record; 2000'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'procedures in object-oriented query languages; kazimierz subieta , jacek leszczylowski , yahiko kambayashi; vldb; 1995'. Entity 2: 'an effective deductive object-oriented database through language integration; maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn; very large data bases; 1994'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'opossum : desk-top schema management through customizable visualization; miron livny , eben m. haber , yannis e. ioannidis; vldb; 1995'. Entity 2: 'opossum : desk-top schema management through customizable visualization; eben m. haber , yannis e. ioannidis , miron livny; very large data bases; 1995'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'dms : a parallel data mining server; felicity a. w. george; vldb; 1998'. Entity 2: 'scalable parallel data mining for association rules; eui-hong han , george karypis , vipin kumar; international conference on management of data; 1997'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'naos - efficient and modular reactive capabilities in an object-oriented database system; thierry coupaye , t. svensen , christine collet; vldb; 1994'. Entity 2: 'naos - efficient and modular reactive capabilities in an object-oriented database system; christine collet , thierry coupaye , t. svensen; very large data bases; 1994'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'user-adaptive exploration of multidimensional data; sunita sarawagi; vldb; 2000'. Entity 2: 'a foundation for multi-dimensional databases; marc gyssens , laks v. s. lakshmanan; very large data bases; 1997'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'a query language for multidimensional arrays : design , implementation , and optimization techniques; limsoon wong , rona machlin , leonid libkin; sigmod conference; 1996'. Entity 2: 'a query language for multidimensional arrays : design , implementation , and optimization techniques; leonid libkin , rona machlin , limsoon wong; international conference on management of data; 1996'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'comprehension syntax; limsoon wong , dan suciu , val tannen , peter buneman , leonid libkin; sigmod record; 1994'. Entity 2: 'comprehension syntax; peter buneman , leonid libkin , dan suciu , val tannen , limsoon wong; acm sigmod record; 1994'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'buffering accesses to memory-resident index structures; jingren zhou , kenneth a. ross; vldb; 2003'. Entity 2: 'efficient index structures for string databases; tamer kahveci , ambuj k. singh; very large data bases; 2001'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'secure transaction processing in firm real-time database systems; binto george , jayant r. haritsa; sigmod conference; 1997'. Entity 2: 'revisiting commit processing in distributed database systems; ramesh gupta , jayant haritsa , krithi ramamritham; international conference on management of data; 1997'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'semint : a system prototype for semantic integration in heterogeneous databases; wen-syan li , chris clifton; sigmod conference; 1995'. Entity 2: 'a scalable architecture for autonomous heterogeneous database interactions; steven milliner , athman bouguettaya , mike p. papazoglou; very large data bases; 1995'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'mining system audit data : opportunities and challenges; wei fan , wenke lee; sigmod record; 2001'. Entity 2: 'amicalola report : database and information systems research challenges and opportunities in semantic web and enterprises; amit sheth , robert meersman; acm sigmod record; 2002'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'sit-in : a real-life spatio-temporal information system; stefano de francisci , rossella molinaro , orietta gargano , mario paolucci , leonardo tininini , giuseppe sindoni , paola patteri , amedea ambrosetti , pina ticca , cristina bedeschi; vldb; 2001'. Entity 2: 'environmental information systems; oliver g &#252; nther; acm sigmod record; 1997'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'partial results for online query processing; joseph m. hellerstein , vijayshankar raman; sigmod conference; 2002'. Entity 2: 'sequence query processing; praveen seshadri , miron livny , raghu ramakrishnan; international conference on management of data; 1994'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'beyond market baskets : generalizing association rules to correlations; rajeev motwani , sergey brin , craig silverstein; sigmod conference; 1997'. Entity 2: 'beyond market baskets : generalizing association rules to correlations; sergey brin , rajeev motwani , craig silverstein; international conference on management of data; 1997'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'tracing the lineage of view data in a warehousing environment; janet l. wiener , yingwei cui , jennifer widom; acm trans . database syst .; 2000'. Entity 2: 'lineage tracing for general data warehouse transformations; yingwei cui , jennifer widom; very large data bases; 2001'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'editorial; peter m. g. apers , stefano ceri , richard t. snodgrass; vldb j.; 2002'. Entity 2: 'editorial; richard snodgrass; acm transactions on database systems ( tods ); 2001'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'mining fuzzy association rules in databases; ada wai-chee fu , man hon wong , chan man kuok; sigmod record; 1998'. Entity 2: 'a new sql-like operator for mining association rules; rosa meo , giuseppe psaila , stefano ceri; very large data bases; 1996'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'query optimization in the presence of limited access patterns; dan suciu , ioana manolescu , daniela florescu , alon y. levy; sigmod conference; 1999'. Entity 2: 'minimization of tree pattern queries; sihem amer-yahia , sungran cho , laks v. s. lakshmanan , divesh srivastava; international conference on management of data; 2001'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'query optimization for selections using bitmaps; ming-chuan wu; sigmod conference; 1999'. Entity 2: 'query optimization in compressed database systems; zhiyuan chen , johannes gehrke , flip korn; international conference on management of data; 2001'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'reminiscences on influential papers; christos h. papadimitriou , anant jhingran , yannis e. ioannidis , kenneth a. ross; sigmod record; 2000'. Entity 2: 'reminiscences on influential papers; kenneth a. ross; acm sigmod record; 2003'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'user-defined table operators : enhancing extensibility for ordbms; bernhard mitschang , michael jaedicke; vldb; 1999'. Entity 2: 'user-defined table operators : enhancing extensibility for ordbms; michael jaedicke , bernhard mitschang; very large data bases; 1999'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'distance browsing in spatial databases; hanan samet , gísli r. hjaltason; acm trans . database syst .; 1999'. Entity 2: 'selectivity estimation in spatial databases; swarup acharya , viswanath poosala , sridhar ramaswamy; international conference on management of data; 1999'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'answering xml queries on heterogeneous data sources; ioana manolescu , donald kossmann , daniela florescu; vldb; 2001'. Entity 2: 'describing and using query capabilities of heterogeneous sources; vasilis vassalos , yannis papakonstantinou; very large data bases; 1997'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'index configuration in object-oriented databases; elisa bertino; vldb j.; 1994'. Entity 2: 'a cost model for clustered object-oriented databases; georges gardarin , jean-robert gruser , zhao-hui tang; very large data bases; 1995'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'reminiscences on influential papers; z. meral özsoyoglu , philip s. yu , nick roussopoulos , krithi ramamritham , alberto o. mendelzon , richard t. snodgrass , laura m. haas , jennifer widom , jan paredaens; sigmod record; 1998'. Entity 2: 'influential papers; ken ross; acm sigmod record; 2002'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'reminiscences on influential papers; kaladhar voruganti , renée j. miller , kenneth a. ross , flip korn; sigmod record; 2002'. Entity 2: 'reminiscences on influential papers; richard snodgrass; acm sigmod record; 1998'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'filtering with approximate predicates; hector garcia-molina , narayanan shivakumar , chandra chekuri; vldb; 1998'. Entity 2: 'filtering with approximate predicates; narayanan shivakumar , hector garcia-molina , chandra chekuri; very large data bases; 1998'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'sql query optimization : reordering for a general class of queries; piyush goel , balakrishna r. iyer; sigmod conference; 1996'. Entity 2: 'probabilistic optimization of top n queries; donko donjerkovic , raghu ramakrishnan; very large data bases; 1999'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'hierarchical compact cube for range-max queries; hua-gang li , sin yeung lee , tok wang ling; vldb; 2000'. Entity 2: 'hierarchical compact cube for range-max queries; sin yeung lee , tok wang ling , hua-gang li; very large data bases; 2000'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'index configuration in object-oriented databases; elisa bertino; vldb j.; 1994'. Entity 2: 'opt + + : an object-oriented implementation for extensible database query optimization; navin kabra , david j. dewitt; the vldb journal -- the international journal on very large data bases; 1999'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'further improvements on integrity constraint checking for stratifiable deductive databases; sin yeung lee , tok wang ling; vldb; 1996'. Entity 2: 'implementing deductive databases by mixed integer programming; colin bell , anil nerode , raymond t. ng , v. s. subrahmanian; acm transactions on database systems ( tods ); 1996'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'hierarchical prefix cubes for range-sum queries; chee yong chan , yannis e. ioannidis; vldb; 1999'. Entity 2: 'dynamic update cube for range-sum queries; seok-ju chun , chin-wan chung , ju-hong lee , seok-lyong lee; very large data bases; 2001'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'hypergraph based reorderings of outer join queries with complex predicates; gautam bhargava , balakrishna r. iyer , piyush goel; sigmod conference; 1995'. Entity 2: 'factorizing complex predicates in queries to exploit indexes; surajit chaudhuri , prasanna ganesan , sunita sarawagi; international conference on management of data; 2003'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'the aditi deductive database system; kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi; vldb j.; 1994'. Entity 2: 'space optimization in deductive databases; divesh srivastava , s. sudarshan , raghu ramakrishnan , jeffrey f. naughton; acm transactions on database systems ( tods ); 1995'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'static detection of security flaws in object-oriented databases; keishi tajima; sigmod conference; 1996'. Entity 2: 'unisql/x unified relational and object-oriented database system; won kim; international conference on management of data; 1994'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'strudel : a web-site management system; alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu; sigmod conference; 1997'. Entity 2: 'using the calanda time series management system; werner dreyer , angelika kotz dittrich , duri schmidt; international conference on management of data; 1995'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'tree pattern query minimization; divesh srivastava , sungran cho , laks v. s. lakshmanan , sihem amer-yahia; vldb j.; 2002'. Entity 2: 'efficient algorithms for minimizing tree pattern queries; prakash ramanan; international conference on management of data; 2002'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'implementation of magic-sets in a relational database system; inderpal singh mumick , hamid pirahesh; sigmod conference; 1994'. Entity 2: 'on efficiently implementing schemasql on an sql database system; laks v. s. lakshmanan , fereidoon sadri , subbu n. subramanian; very large data bases; 1999'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'a robust , optimization-based approach for approximate answering of aggregate queries; vivek r. narasayya , gautam das , surajit chaudhuri; sigmod conference; 2001'. Entity 2: 'the aqua approximate query answering system; swarup acharya , phillip b. gibbons , viswanath poosala , sridhar ramaswamy; international conference on management of data; 1999'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'selectivity estimation for spatio-temporal queries to moving objects; yong-jin choi , chin-wan chung; sigmod conference; 2002'. Entity 2: 'selectivity estimation in spatial databases; swarup acharya , viswanath poosala , sridhar ramaswamy; international conference on management of data; 1999'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'on supporting containment queries in relational database management systems; guy m. lohman , david j. dewitt , qiong luo , jeffrey f. naughton , chun zhang; sigmod conference; 2001'. Entity 2: 'integrating modelling systems for environmental management information systems; david j. abel , kerry taylor , dean kun; acm sigmod record; 1997'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'vist : a dynamic index method for querying xml data by tree structures; wei fan , sanghyun park , philip s. yu , haixun wang; sigmod conference; 2003'. Entity 2: 'efficient index structures for string databases; tamer kahveci , ambuj k. singh; very large data bases; 2001'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'foundations of preferences in database systems; werner kießling; vldb; 2002'. Entity 2: 'secure buffering in firm real-time database systems; binto george , jayant r. haritsa; the vldb journal -- the international journal on very large data bases; 2000'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'towards automated performance tuning for complex workloads; michael j. carey , manish mehta , miron livny , kurt p. brown; vldb; 1994'. Entity 2: 'towards automated performance tuning for complex workloads; kurt p. brown , manish mehta , michael j. carey , miron livny; very large data bases; 1994'.",Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'book review column; karl aberer; sigmod record; 2003'. Entity 2: 'book reviews; karl aberer; acm sigmod record; 2002'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'groupwise processing of relational queries; kenneth a. ross , damianos chatziantoniou; vldb; 1997'. Entity 2: 'cache conscious algorithms for relational query processing; ambuj shatdal , chander kant , jeffrey f. naughton; very large data bases; 1994'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'efficiently instantiating view-objects from remote relational databases; gio wiederhold , byung suk lee; vldb j.; 1994'. Entity 2: 'converting relational to object-oriented databases; joseph fong; acm sigmod record; 1997'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'constructing the next 100 database management systems; andreas geppert , klaus r. dittrich; sigmod record; 1994'. Entity 2: 'the mariposa distributed database management system; jeff sidell; acm sigmod record; 1996'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'report on the acm fourth international workshop on data warehousing and olap ( dolap 2001 ); joachim hammer; sigmod record; 2002'. Entity 2: 'report on the fourth international conference on flexible query answering systems ( fqas 2000 ); patrick bosc , amihai motro , gabriella pasi; acm sigmod record; 2001'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'reminiscences on influential papers; kenneth a. ross , kyuseok shim , mary f. fernandez; sigmod record; 2002'. Entity 2: 'influential papers; ken ross; acm sigmod record; 2002'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'index nesting - an efficient approach to indexing in object-oriented databases; jiawei han , beng chin ooi , hongjun lu , kian-lee tan; vldb j.; 1996'. Entity 2: 'exact : an extensible approach to active object-oriented databases; oscar d &#237; az , arturo jaime; the vldb journal -- the international journal on very large data bases; 1997'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'mocha : a self-extensible database middleware system for distributed data sources; manuel rodriguez-martinez , nick roussopoulos; sigmod conference; 2000'. Entity 2: 'aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems; ling liu , calton pu , david buttler , wei han , henrique paques , wei tang; international conference on management of data; 2000'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'the design and implementation of a sequence database system; raghu ramakrishnan , miron livny , praveen seshadri; vldb; 1996'. Entity 2: 'the aggregate data problem : a system for their definition and management; m. rafanelli , a. bezenchek , l. tininini; acm sigmod record; 1996'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'approximating aggregate queries about web pages via random walks; jittat fakcharoenphol , steve chien , ziv bar-yossef , alexander berg , dror weitz; vldb; 2000'. Entity 2: 'a robust , optimization-based approach for approximate answering of aggregate queries; surajit chaudhuri , gautam das , vivek narasayya; international conference on management of data; 2001'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'databases and visualization; daniel a. keim; sigmod conference; 1996'. Entity 2: 'delaunay : a database visualization system; isabel f. cruz , m. averbuch , wendy t. lucas , melissa radzyminski , kirby zhang; international conference on management of data; 1997'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'closest pair queries in spatial databases; yannis theodoridis , yannis manolopoulos , antonio corral , michael vassilakopoulos; sigmod conference; 2000'. Entity 2: 'location-based spatial queries; jun zhang , manli zhu , dimitris papadias , yufei tao , dik lun lee; international conference on management of data; 2003'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'materialized view selection and maintenance using multi-query optimization; krithi ramamritham , hoshi mistry , prasan roy , s. sudarshan; sigmod conference; 2001'. Entity 2: 'outerjoin simplification and reordering for query optimization; c &#233; sar galindo-legaria , arnon rosenthal; acm transactions on database systems ( tods ); 1997'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'adaptive algorithms for set containment joins; hector garcia-molina , sergey melnik; acm trans . database syst .; 2003'. Entity 2: '1-safe algorithms for symmetric site configurations; rune humborstad , maitrayi sabaratnam , svein-olaf hvasshovd , &#216; ystein torbj &#248; rnsen; very large data bases; 1997'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'book review column; karl aberer; sigmod record; 2002'. Entity 2: 'book reviews; ; acm sigmod record; 2003'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'binding propagation in disjunctive databases; sergio greco; vldb; 1998'. Entity 2: 'tail recursion elimination in deductive databases; kenneth a. ross; acm transactions on database systems ( tods ); 1996'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'krdb ' 98 : the 5th international workshop on knowledge representation meets databases; alexander borgida , martin staudt , vinay k. chaudhri; sigmod record; 1998'. Entity 2: 'report on first international workshop on real-time database systems; azer bestavros , kwei-jay lin , sang son; acm sigmod record; 1996'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches; xiaoyang sean wang , changzhou wang; vldb j.; 2001'. Entity 2: 'parallel algorithms for high-dimensional similarity joins for data mining applications; john c. shafer , rakesh agrawal; very large data bases; 1997'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'towards on-line analytical mining in large databases; jiawei han; sigmod record; 1998'. Entity 2: 'turbo-charging vertical mining of large databases; pradeep shenoy , jayant r. haritsa , s. sundarshan , gaurav bhalotia , mayank bawa , devavrat shah; international conference on management of data; 2000'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'dwms : data warehouse management system; narendra mohan; vldb; 1996'. Entity 2: 'the araneus web-based management system; g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo; international conference on management of data; 1998'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'editorial; richard t. snodgrass; acm trans . database syst .; 2001'. Entity 2: 'guest editorial; amr el abbadi , gunter schlageter , kyu-young whang; the vldb journal -- the international journal on very large data bases; 2001'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'tracing the lineage of view data in a warehousing environment; janet l. wiener , yingwei cui , jennifer widom; acm trans . database syst .; 2000'. Entity 2: 'lineage tracing for general data warehouse transformations; y. cui , j. widom; the vldb journal -- the international journal on very large data bases; 2003'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'influence sets based on reverse nearest neighbor queries; s. muthukrishnan , flip korn; sigmod conference; 2000'. Entity 2: 'nearest neighbor queries; nick roussopoulos , stephen kelley , fr &#233; d &#233; ric vincent; international conference on management of data; 1995'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'repositories and object oriented databases; philip a. bernstein; sigmod record; 1998'. Entity 2: 'metu object-oriented dbms; asuman dogac , budak arpinar , cem evrendilek , cetin ozkan , ilker altintas , ilker durusoy , mehmet altinel , tansel okay , yuksel saygin; international conference on management of data; 1994'.",No
